Date	Plot	Section	Buds	Male_flowers	Female_flowers	Seed_hairs	Total_Male	Total_Female	TotalCount	Field_remarks	General_remarks
2008-07-29	W2S	A	1	5	20	0	-9999	-9999	NA	Total count	No remarks
2008-07-29	W3S	A	0	13	10	0	-9999	-9999	NA	Total count	No remarks
2008-07-29	K1S	A	0	6	0	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	K2S	A	0	1	6	1	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal1	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal1	C	0	0	1	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal1	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal2	A	3	51	52	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal3	B	0	3	97	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal3	C	1	56	47	5	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal3	D	0	84	27	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal4	A	1	64	36	13	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal4	B	0	80	48	5	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal5	B	-9999	-9999	-9999	-9999	205	340	TOTALCOUNT	Total count	No remarks
2008-07-29	Sal5	B	14	191	326	4	-9999	-9999	NA	Total count	No remarks
2008-07-29	Sal5	C	-9999	-9999	-9999	-9999	239	214	TOTALCOUNT	Total count	No remarks
2008-07-29	Sal5	C	6	233	208	0	-9999	-9999	NA	Total count	No remarks
2008-07-29	Sal6	C	2	29	71	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal6	D	4	11	93	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal7	A	3	73	49	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	Sal7	B	0	65	51	0	-9999	-9999	NA	No remarks	No remarks
2008-07-29	W4S	A	0	2	9	0	-9999	-9999	NA	Total count	No remarks
2008-07-29	W5S	A	0	3	5	0	-9999	-9999	NA	Total count	No remarks
2008-07-31	Sal7	C	-9999	-9999	-9999	-9999	116	89	TOTALCOUNT	Total count	No remarks
2008-07-31	Sal7	D	-9999	-9999	-9999	-9999	82	114	TOTALCOUNT	Total count	No remarks
2008-07-31	Sal7	A	-9999	-9999	-9999	-9999	175	201	TOTALCOUNT	Total count	No remarks
2008-07-31	Sal7	B	-9999	-9999	-9999	-9999	142	166	TOTALCOUNT	Total count	No remarks
2008-08-05	Sal1	A	0	0	1	1	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal1	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal2	C	5	41	81	0	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal2	D	3	19	94	4	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal3	A	0	0	64	7	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal3	B	0	35	76	7	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal4	C	1	33	60	14	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal4	D	0	88	40	14	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal5	A	6	28	77	4	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal5	B	0	25	92	4	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal5	C	0	43	80	3	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal6	D	0	50	90	1	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal7	A	3	53	45	1	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal7	B	1	66	67	1	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal7	C	1	46	56	1	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal1	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal1	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal2	A	6	63	77	0	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal2	B	4	38	61	0	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal3	C	0	49	38	21	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal3	D	0	79	40	1	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal4	A	0	60	51	25	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal4	B	2	93	85	13	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal5	D	0	41	60	1	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal6	A	5	31	85	0	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal6	B	3	88	72	1	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal6	C	7	20	119	0	-9999	-9999	NA	No remarks	No remarks
2008-08-05	Sal7	D	0	28	71	4	-9999	-9999	NA	No remarks	No remarks
2008-08-06	K4S	A	0	0	7	3	-9999	-9999	NA	No remarks	No remarks
2008-08-06	K5S	A	0	4	2	1	-9999	-9999	NA	No remarks	No remarks
2008-08-06	W1S	A	0	2	17	1	-9999	-9999	NA	No remarks	No remarks
2008-08-06	W2S	A	1	3	21	0	-9999	-9999	NA	No remarks	No remarks
2008-08-06	K1S	A	1	3	1	0	-9999	-9999	NA	No remarks	No remarks
2008-08-06	K2S	A	0	1	5	2	-9999	-9999	NA	No remarks	No remarks
2008-08-06	K3S	A	1	3	3	0	-9999	-9999	NA	No remarks	No remarks
2008-08-06	W3S	A	0	13	9	0	-9999	-9999	NA	No remarks	No remarks
2008-08-06	W4S	A	0	3	11	0	-9999	-9999	NA	No remarks	No remarks
2008-08-06	W5S	A	0	3	5	0	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal1	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal1	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal2	A	4	50	49	21	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal2	B	1	26	46	36	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal3	C	1	41	15	54	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal3	D	0	32	19	22	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal4	A	1	49	26	32	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal4	B	1	49	56	42	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal5	C	0	30	55	34	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal5	D	0	50	42	15	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal6	A	1	37	133	7	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal6	B	0	86	127	0	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal7	D	1	15	86	7	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal1	A	0	0	1	1	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal1	B	0	0	0	1	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal2	C	3	19	72	39	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal2	D	0	16	78	32	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal3	A	0	1	47	34	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal3	B	0	54	80	43	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal4	C	0	22	48	51	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal4	D	0	65	48	58	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal5	A	2	14	102	16	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal5	B	0	27	75	20	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal6	C	3	17	127	8	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal6	D	1	9	111	3	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal7	A	4	39	123	8	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal7	B	0	29	79	7	-9999	-9999	NA	No remarks	No remarks
2008-08-12	Sal7	C	5	39	56	4	-9999	-9999	NA	No remarks	No remarks
2008-08-14	K1S	A	0	2	0	2	-9999	-9999	NA	No remarks	No remarks
2008-08-14	K2S	A	0	2	0	8	-9999	-9999	NA	No remarks	No remarks
2008-08-14	K3S	A	0	3	0	5	-9999	-9999	NA	No remarks	No remarks
2008-08-14	W3S	A	0	9	3	5	-9999	-9999	NA	No remarks	No remarks
2008-08-14	W4S	A	0	0	6	0	-9999	-9999	NA	No remarks	No remarks
2008-08-14	W5S	A	0	3	4	2	-9999	-9999	NA	No remarks	No remarks
2008-08-14	K4S	A	0	0	1	11	-9999	-9999	NA	No remarks	No remarks
2008-08-14	K5S	A	0	4	0	3	-9999	-9999	NA	No remarks	No remarks
2008-08-14	W1S	A	0	4	5	4	-9999	-9999	NA	No remarks	No remarks
2008-08-14	W2S	A	0	2	10	0	-9999	-9999	NA	No remarks	No remarks
2008-08-16	Sal2	A	-9999	-9999	-9999	-9999	156	58	TOTALCOUNT	Total Count	No remarks
2008-08-16	Sal6	B	-9999	-9999	-9999	-9999	495	573	TOTALCOUNT	Total count	No remarks
2008-08-16	Sal6	C	-9999	-9999	-9999	-9999	275	557	TOTALCOUNT	Total count	No remarks
2008-08-16	Sal6	D	-9999	-9999	-9999	-9999	387	620	TOTALCOUNT	Total count	No remarks
2008-08-16	Sal2	B	-9999	-9999	-9999	-9999	173	81	TOTALCOUNT	Total Count	No remarks
2008-08-16	Sal2	C	-9999	-9999	-9999	-9999	314	174	TOTALCOUNT	Total Count	No remarks
2008-08-16	Sal2	D	-9999	-9999	-9999	-9999	115	193	TOTALCOUNT	Total Count	No remarks
2008-08-16	Sal6	A	-9999	-9999	-9999	-9999	408	651	TOTALCOUNT	Total count	No remarks
2008-08-19	Sal1	A	0	0	1	1	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal2	C	3	18	12	95	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal2	D	-9999	-9999	-9999	-9999	-9999	-9999	NA	Sal2D missing!	No remarks
2008-08-19	Sal3	A	0	8	12	54	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal3	B	0	13	4	96	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal4	C	0	21	4	83	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal4	D	0	43	2	67	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal5	A	0	1	41	68	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal5	B	0	33	31	47	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal6	C	2	18	65	40	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal6	D	1	14	61	32	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal7	A	4	22	54	61	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal7	B	1	26	46	37	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal7	C	2	37	50	13	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal1	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal1	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal1	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal2	A	2	40	37	48	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal2	B	3	20	17	64	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal3	C	0	26	1	66	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal3	D	0	65	1	40	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal4	A	1	29	2	76	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal4	B	1	10	17	110	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal5	C	0	45	32	82	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal5	D	0	43	20	50	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal6	A	3	30	80	46	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal6	B	1	47	62	39	-9999	-9999	NA	No remarks	No remarks
2008-08-19	Sal7	D	0	7	49	28	-9999	-9999	NA	No remarks	No remarks
2008-08-21	K4S	A	0	0	0	13	-9999	-9999	NA	No remarks	No remarks
2008-08-21	K5S	A	0	2	0	2	-9999	-9999	NA	No remarks	No remarks
2008-08-21	W1S	A	0	5	8	9	-9999	-9999	NA	No remarks	No remarks
2008-08-21	W2S	A	1	3	17	1	-9999	-9999	NA	No remarks	No remarks
2008-08-21	K1S	A	0	2	0	1	-9999	-9999	NA	No remarks	No remarks
2008-08-21	K2S	A	0	0	0	7	-9999	-9999	NA	No remarks	No remarks
2008-08-21	K3S	A	1	4	0	3	-9999	-9999	NA	No remarks	No remarks
2008-08-21	W3S	A	1	8	4	4	-9999	-9999	NA	No remarks	No remarks
2008-08-21	W4S	A	0	0	7	1	-9999	-9999	NA	No remarks	No remarks
2008-08-21	W5S	A	1	3	6	0	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal1	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal1	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal1	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal2	A	0	4	6	91	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal6	B	0	10	38	88	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal6	C	1	6	35	112	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal6	D	0	10	32	85	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal7	A	1	4	14	93	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal7	B	0	0	11	73	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal1	A	0	0	0	2	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal2	B	0	9	1	95	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal2	C	0	2	0	106	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal2	D	0	0	9	94	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal6	A	0	1	45	54	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal7	C	0	0	26	30	-9999	-9999	NA	No remarks	No remarks
2008-08-25	Sal7	D	0	1	29	23	-9999	-9999	NA	No remarks	No remarks
2009-05-27	Sal1	C	63	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-05-27	Sal1	D	30	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-05-27	Sal3	A	4	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-05-27	Sal3	B	15	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-05-27	Sal1	A	54	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-05-27	Sal1	B	12	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-05-27	Sal3	C	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-05-27	Sal3	D	4	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal1	C	56	10	31	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal1	D	34	10	23	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal2	A	16	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal2	B	10	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal3	D	3	1	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal4	A	62	0	0	0	-9999	-9999	NA	Water	No remarks
2009-06-03	Sal4	B	26	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal4	C	22	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal5	D	16	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal6	A	12	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal6	B	7	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal6	C	4	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal7	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal1	A	51	14	19	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal1	B	22	8	8	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal2	C	14	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal2	D	12	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal3	A	2	4	8	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal3	B	2	16	3	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal3	C	1	3	4	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal4	D	28	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal5	A	50	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal5	B	15	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal5	C	7	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal6	D	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal7	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal7	B	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-03	Sal7	C	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-05	K2S	A	6	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-05	K4S	A	5	0	0	0	-9999	-9999	NA	Water covered	No remarks
2009-06-05	K5S	A	7	0	0	0	-9999	-9999	NA	Water covered	No remarks
2009-06-05	W3S	A	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-05	W4S	A	4	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-05	W5S	A	0	0	0	0	-9999	-9999	NA	water covered	No remarks
2009-06-10	K3S	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	K4S	A	5	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	K5S	A	8	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal1	A	2	40	45	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal2	B	44	0	3	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal2	C	65	1	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal2	D	56	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal3	A	1	5	10	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal4	B	39	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal4	C	83	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal4	D	152	2	3	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal5	A	61	10	5	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal6	C	51	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal6	D	53	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	W1S	A	5	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	W2S	A	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	K1S	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	K2S	A	14	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal1	B	3	14	18	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal1	C	8	43	27	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal1	D	7	52	28	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal2	A	41	0	4	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal3	B	2	21	6	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal3	C	0	8	10	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal3	D	1	1	1	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal4	A	92	11	12	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal5	B	90	0	4	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal5	C	71	0	1	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal5	D	111	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal6	A	79	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	Sal6	B	90	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	W3S	A	6	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	W4S	A	10	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-10	W5S	A	0	0	0	0	-9999	-9999	NA	Under water	No remarks
2009-06-18	K2S	A	7	9	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	K3S	A	3	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	K4S	A	0	0	6	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	K5S	A	11	1	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal2	A	25	24	49	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal2	B	37	42	23	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal2	C	59	19	51	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal2	D	22	27	47	0	-9999	-9999	NA	Caterpillar seen and  photographed	No remarks
2009-06-18	Sal3	A	0	5	16	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal4	B	66	28	17	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal4	C	66	31	18	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal4	D	72	71	51	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal5	A	22	24	83	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal6	B	69	11	42	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal6	C	104	12	21	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal6	D	96	19	30	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal7	A	31	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	W2S	A	11	0	4	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	W3S	A	6	4	1	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	W4S	A	3	1	16	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	W5S	A	2	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	K1S	A	0	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal1	A	1	29	44	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal1	B	3	11	27	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal1	C	1	56	34	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal1	D	0	36	31	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal3	B	2	22	3	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal3	C	0	9	19	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal3	D	2	1	3	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal4	A	1	65	49	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal5	B	33	18	50	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal5	C	75	15	26	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal5	D	52	36	14	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal6	A	71	8	33	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal7	B	21	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal7	C	14	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	Sal7	D	26	0	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-18	W1S	A	3	0	5	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal1	A	0	44	49	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal2	B	14	55	51	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal2	C	8	54	41	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal2	D	8	28	61	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal3	A	0	4	17	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal4	B	13	50	39	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal4	C	4	71	35	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal4	D	10	82	45	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal5	A	3	33	79	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal6	C	14	45	46	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal6	D	22	40	48	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal7	A	68	1	9	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal7	B	23	7	8	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal1	B	0	6	23	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal1	C	1	52	31	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal1	D	1	36	23	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal2	A	6	45	51	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal3	B	1	10	5	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal3	C	0	7	18	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal3	D	2	1	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal4	A	1	71	45	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal5	B	3	28	70	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal5	C	13	56	32	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal5	D	4	68	34	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal6	A	14	38	62	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal6	B	22	41	55	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal7	C	49	3	1	0	-9999	-9999	NA	No remarks	No remarks
2009-06-24	Sal7	D	35	0	3	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	K3S	A	1	1	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	K4S	A	1	3	4	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	K5S	A	0	12	1	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	W1S	A	0	2	7	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	K1S	A	0	2	1	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	K2S	A	1	15	0	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	W2S	A	2	3	14	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	W3S	A	0	8	2	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	W4S	A	4	3	15	0	-9999	-9999	NA	No remarks	No remarks
2009-06-25	W5S	A	1	0	1	0	-9999	-9999	NA	No remarks	No remarks
2009-06-28	Sal1	A	-9999	-9999	-9999	-9999	59	72	TOTALCOUNT	Total with string	No remarks
2009-06-28	Sal1	B	-9999	-9999	-9999	-9999	17	49	TOTALCOUNT	Total with string 1F with yellow fungus but not twisted	No remarks
2009-06-28	Sal1	C	-9999	-9999	-9999	-9999	99	62	TOTALCOUNT	Total with string	No remarks
