Date	Photo_no	Plot	Section	Snow	Cloud_cover	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Remarks
2013-07-29	SIL3_130729	SIL3	D	0	1	0	0	50	50	-9999	No remarks
2013-08-06	SIL1_130806	SIL1	A	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL1_130806	SIL1	B	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL1_130806	SIL1	C	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL1_130806	SIL1	D	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL4_130806	SIL4	A	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL4_130806	SIL4	B	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL4_130806	SIL4	C	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL4_130806	SIL4	D	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL2_130806	SIL2	A	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL2_130806	SIL2	B	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL2_130806	SIL2	C	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL2_130806	SIL2	D	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL3_130806	SIL3	A	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL3_130806	SIL3	B	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL3_130806	SIL3	C	0	0	0	0	50	50	-9999	No remarks
2013-08-06	SIL3_130806	SIL3	D	0	0	0	0	50	50	-9999	No remarks
2013-08-12	SIL1_130814	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL1_130814	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL1_130814	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL1_130814	SIL1	D	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL4_130814	SIL4	A	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL4_130814	SIL4	B	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL4_130814	SIL4	C	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL4_130814	SIL4	D	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL2_130814	SIL2	A	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL2_130814	SIL2	B	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL2_130814	SIL2	C	0	8	0	1	49	50	-9999	No remarks
2013-08-12	SIL2_130814	SIL2	D	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL3_130814	SIL3	A	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL3_130814	SIL3	B	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL3_130814	SIL3	C	0	8	0	0	50	50	-9999	No remarks
2013-08-12	SIL3_130814	SIL3	D	0	8	0	0	50	50	-9999	No remarks
2013-08-20	SIL1_130820	SIL1	A	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL1_130820	SIL1	B	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL1_130820	SIL1	C	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL1_130820	SIL1	D	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL4_130820	SIL4	A	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL4_130820	SIL4	B	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL4_130820	SIL4	C	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL4_130820	SIL4	D	0	0	0	1	49	50	-9999	No remarks
2013-08-20	SIL2_130820	SIL2	A	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL2_130820	SIL2	B	0	0	0	4	46	50	-9999	No remarks
2013-08-20	SIL2_130820	SIL2	C	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL2_130820	SIL2	D	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL3_130820	SIL3	A	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL3_130820	SIL3	B	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL3_130820	SIL3	C	0	0	0	0	50	50	-9999	No remarks
2013-08-20	SIL3_130820	SIL3	D	0	0	0	0	50	50	-9999	No remarks
2013-09-03	SIL1_130903	SIL1	A	0	3	0	0	50	50	-9999	No remarks
2013-09-03	SIL1_130903	SIL1	B	0	3	0	0	50	50	-9999	No remarks
2013-09-03	SIL1_130903	SIL1	C	0	3	0	0	50	50	-9999	No remarks
2013-09-03	SIL1_130903	SIL1	D	0	3	0	0	50	50	-9999	No remarks
2013-09-03	SIL4_130903	SIL4	A	0	2	0	0	50	50	-9999	No remarks
2013-09-03	SIL4_130903	SIL4	B	0	2	0	0	50	50	-9999	No remarks
2013-09-03	SIL4_130903	SIL4	C	0	2	0	0	50	50	-9999	No remarks
2013-09-03	SIL4_130903	SIL4	D	0	2	0	0	50	50	-9999	No remarks
2013-09-03	SIL2_130903	SIL2	A	0	4	0	0	50	50	-9999	No remarks
2013-09-03	SIL2_130903	SIL2	B	0	4	2	1	47	50	-9999	No remarks
2013-09-03	SIL2_130903	SIL2	C	0	4	1	0	49	50	-9999	No remarks
2013-09-03	SIL2_130903	SIL2	D	0	4	0	0	50	50	-9999	No remarks
2013-09-03	SIL3_130903	SIL3	A	0	4	0	0	50	50	-9999	No remarks
2013-09-03	SIL3_130903	SIL3	B	0	4	0	0	50	50	-9999	No remarks
2013-09-03	SIL3_130903	SIL3	C	0	4	0	0	50	50	-9999	No remarks
2013-09-03	SIL3_130903	SIL3	D	0	4	0	0	50	50	-9999	No remarks
2013-09-19	SIL1_130919	SIL1	A	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL1_130919	SIL1	B	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL1_130919	SIL1	C	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL1_130919	SIL1	D	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL4_130919	SIL4	A	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL4_130919	SIL4	B	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL4_130919	SIL4	C	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL4_130919	SIL4	D	0	-9999	0	0	49	49	-9999	No remarks
2013-09-19	SIL2_130919	SIL2	A	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL2_130919	SIL2	B	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL2_130919	SIL2	C	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL2_130919	SIL2	D	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL3_130919	SIL3	A	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL3_130919	SIL3	B	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL3_130919	SIL3	C	0	-9999	0	0	50	50	-9999	No remarks
2013-09-19	SIL3_130919	SIL3	D	0	-9999	0	0	50	50	-9999	No remarks
2013-09-26	SIL1_130926	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2013-09-26	SIL1_130926	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2013-09-26	SIL1_130926	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2013-09-26	SIL1_130926	SIL1	D	0	8	0	0	50	50	-9999	No remarks
2013-09-26	SIL4_130926	SIL4	A	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL4_130926	SIL4	B	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL4_130926	SIL4	C	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL4_130926	SIL4	D	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL2_130926	SIL2	A	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL2_130926	SIL2	B	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL2_130926	SIL2	C	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL2_130926	SIL2	D	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL3_130926	SIL3	A	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL3_130926	SIL3	B	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL3_130926	SIL3	C	0	7	0	0	50	50	-9999	No remarks
2013-09-26	SIL3_130926	SIL3	D	0	7	0	0	50	50	-9999	No remarks
2013-10-02	SIL1_131002	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL1_131002	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL1_131002	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL1_131002	SIL1	D	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL4_131002	SIL4	A	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL4_131002	SIL4	B	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL4_131002	SIL4	C	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL4_131002	SIL4	D	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL2_131002	SIL2	A	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL2_131002	SIL2	B	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL2_131002	SIL2	C	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL2_131002	SIL2	D	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL3_131002	SIL3	A	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL3_131002	SIL3	B	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL3_131002	SIL3	C	0	8	0	0	50	50	-9999	No remarks
2013-10-02	SIL3_131002	SIL3	D	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL1_131007	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL1_131007	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL1_131007	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL1_131007	SIL1	D	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL4_131007	SIL4	A	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL4_131007	SIL4	B	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL4_131007	SIL4	C	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL4_131007	SIL4	D	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL2_131007	SIL2	A	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL2_131007	SIL2	B	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL2_131007	SIL2	C	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL2_131007	SIL2	D	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL3_131007	SIL3	A	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL3_131007	SIL3	B	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL3_131007	SIL3	C	0	8	0	0	50	50	-9999	No remarks
2013-10-07	SIL3_131007	SIL3	D	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL1_131015	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL1_131015	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL1_131015	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL1_131015	SIL1	D	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL4_131015	SIL4	A	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL4_131015	SIL4	B	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL4_131015	SIL4	C	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL4_131015	SIL4	D	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL2_131015	SIL2	A	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL2_131015	SIL2	B	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL2_131015	SIL2	C	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL2_131015	SIL2	D	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL3_131015	SIL3	A	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL3_131015	SIL3	B	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL3_131015	SIL3	C	0	8	0	0	50	50	-9999	No remarks
2013-10-15	SIL3_131015	SIL3	D	0	8	0	0	50	50	-9999	No remarks
2014-05-15	NA	SIL1	A	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL1	B	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL1	C	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL1	D	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL4	A	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL4	B	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL4	C	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL4	D	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL2	A	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL2	B	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL2	C	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL2	D	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL3	A	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL3	B	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL3	C	100	8	0	0	0	0	-9999	No remarks
2014-05-15	NA	SIL3	D	100	8	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL1	A	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL1	B	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL1	C	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL1	D	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL4	A	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL4	B	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL4	C	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL4	D	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	SIL2_140520	SIL2	A	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	SIL2_140520	SIL2	B	98	-9999	0	0	0	0	-9999	No remarks
2014-05-20	SIL2_140520	SIL2	C	98	-9999	0	0	0	0	-9999	No remarks
2014-05-20	SIL2_140520	SIL2	D	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL3	A	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL3	B	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL3	C	100	-9999	0	0	0	0	-9999	No remarks
2014-05-20	NA	SIL3	D	100	-9999	0	0	0	0	-9999	No remarks
2014-05-27	NA	SIL1	A	100	-9999	0	0	0	0	-9999	No remarks
2014-05-27	NA	SIL1	B	100	-9999	0	0	0	0	-9999	No remarks
2014-05-27	NA	SIL1	C	100	-9999	0	0	0	0	-9999	No remarks
2014-05-27	NA	SIL1	D	100	-9999	0	0	0	0	-9999	No remarks
2014-05-27	SIL4_140527	SIL4	A	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SIL4_140527	SIL4	B	10	0	0	0	0	0	-9999	No remarks
2014-05-27	SIL4_140527	SIL4	C	50	0	0	0	0	0	-9999	No remarks
2014-05-27	SIL4_140527	SIL4	D	50	0	0	0	0	0	-9999	No remarks
2014-05-27	SIL2_140527	SIL2	A	70	-9999	0	0	0	0	-9999	No remarks
2014-05-27	SIL2_140527	SIL2	B	0	-9999	0	0	0	0	-9999	No remarks
2014-05-27	SIL2_140527	SIL2	C	0	-9999	0	0	0	0	-9999	No remarks
2014-05-27	SIL2_140527	SIL2	D	60	-9999	0	0	0	0	-9999	No remarks
2014-05-27	SIL3_140527	SIL3	A	40	1	0	0	0	0	-9999	No remarks
2014-05-27	SIL3_140527	SIL3	B	90	1	0	0	0	0	-9999	No remarks
2014-05-27	SIL3_140527	SIL3	C	98	1	0	0	0	0	-9999	No remarks
2014-05-27	SIL3_140527	SIL3	D	80	1	0	0	0	0	-9999	No remarks
2014-06-04	SIL1_140604	SIL1	A	0	4	0	0	0	0	-9999	No remarks
2014-06-04	SIL1_140604	SIL1	B	10	4	0	0	0	0	-9999	No remarks
2014-06-04	SIL1_140604	SIL1	C	10	4	0	0	0	0	-9999	No remarks
2014-06-04	SIL1_140604	SIL1	D	0	4	0	0	0	0	-9999	No remarks
2014-06-04	SIL4_140604	SIL4	A	0	4	0	0	0	0	-9999	No remarks
2014-06-04	SIL4_140604	SIL4	B	0	4	0	0	0	0	-9999	No remarks
2014-06-04	SIL4_140604	SIL4	C	0	4	0	0	0	0	-9999	No remarks
2014-06-04	SIL4_140604	SIL4	D	0	4	0	0	0	0	-9999	No remarks
2014-06-04	SIL2_140604	SIL2	A	0	5	0	0	0	0	-9999	No remarks
2014-06-04	SIL2_140604	SIL2	B	0	5	0	0	0	0	-9999	No remarks
2014-06-04	SIL2_140604	SIL2	C	0	5	0	0	0	0	-9999	No remarks
2014-06-04	SIL2_140604	SIL2	D	0	5	0	0	0	0	-9999	No remarks
2014-06-04	SIL3_140604	SIL3	A	0	5	0	0	0	0	-9999	No remarks
2014-06-04	SIL3_140604	SIL3	B	0	5	0	0	0	0	-9999	No remarks
2014-06-04	SIL3_140604	SIL3	C	0	5	0	0	0	0	-9999	No remarks
2014-06-04	SIL3_140604	SIL3	D	0	5	0	0	0	0	-9999	No remarks
2014-06-10	SIL1_140610	SIL1	A	0	2	0	0	0	0	-9999	No remarks
2014-06-10	SIL1_140610	SIL1	B	0	2	5	0	0	5	-9999	No remarks
2014-06-10	SIL1_140610	SIL1	C	0	2	0	0	0	0	-9999	No remarks
2014-06-10	SIL1_140610	SIL1	D	0	2	0	0	0	0	-9999	No remarks
2014-06-10	SIL4_140610	SIL4	A	0	4	17	0	0	17	-9999	No remarks
2014-06-10	SIL4_140610	SIL4	B	0	4	50	0	0	50	-9999	No remarks
2014-06-10	SIL4_140610	SIL4	C	0	4	16	0	0	16	-9999	No remarks
2014-06-10	SIL4_140610	SIL4	D	0	4	50	0	0	50	-9999	No remarks
2014-06-10	SIL2_140610	SIL2	A	0	4	2	0	0	2	-9999	No remarks
2014-06-10	SIL2_140610	SIL2	B	0	4	50	0	0	50	-9999	No remarks
2014-06-10	SIL2_140610	SIL2	C	0	4	50	0	0	50	-9999	No remarks
2014-06-10	SIL2_140610	SIL2	D	0	4	26	0	0	26	-9999	No remarks
2014-06-10	SIL3_140610	SIL3	A	0	4	50	0	0	50	-9999	No remarks
2014-06-10	SIL3_140610	SIL3	B	0	4	50	0	0	50	-9999	No remarks
2014-06-10	SIL3_140610	SIL3	C	0	4	0	0	0	0	-9999	No remarks
2014-06-10	SIL3_140610	SIL3	D	0	4	0	0	0	0	-9999	No remarks
2014-06-18	SIL1_140618	SIL1	A	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL1_140618	SIL1	B	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL1_140618	SIL1	C	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL1_140618	SIL1	D	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL4_140618	SIL4	A	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL4_140618	SIL4	B	0	7	13	37	0	50	-9999	No remarks
2014-06-18	SIL4_140618	SIL4	C	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL4_140618	SIL4	D	0	7	46	4	0	50	-9999	No remarks
2014-06-18	SIL2_140618	SIL2	A	0	7	49	1	0	50	-9999	No remarks
2014-06-18	SIL2_140618	SIL2	B	0	7	16	34	0	50	-9999	No remarks
2014-06-18	SIL2_140618	SIL2	C	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL2_140618	SIL2	D	0	7	40	10	0	50	-9999	No remarks
2014-06-18	SIL3_140618	SIL3	A	0	7	30	20	0	50	-9999	No remarks
2014-06-18	SIL3_140618	SIL3	B	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL3_140618	SIL3	C	0	7	50	0	0	50	-9999	No remarks
2014-06-18	SIL3_140618	SIL3	D	0	7	50	0	0	50	-9999	No remarks
2014-06-24	SIL1_140624	SIL1	A	0	8	15	35	0	50	-9999	No remarks
2014-06-24	SIL1_140624	SIL1	B	0	8	42	8	0	50	-9999	No remarks
2014-06-24	SIL1_140624	SIL1	C	0	8	48	2	0	50	-9999	No remarks
2014-06-24	SIL1_140624	SIL1	D	0	8	3	47	0	50	-9999	No remarks
2014-06-24	SIL4_140624	SIL4	A	0	8	16	26	8	50	-9999	No remarks
2014-06-24	SIL4_140624	SIL4	B	0	8	0	23	27	50	-9999	No remarks
2014-06-24	SIL4_140624	SIL4	C	0	8	1	38	11	50	-9999	No remarks
2014-06-24	SIL4_140624	SIL4	D	0	8	0	23	27	50	-9999	No remarks
2014-06-24	SIL2_140624	SIL2	A	0	8	13	36	1	50	-9999	No remarks
2014-06-24	SIL2_140624	SIL2	B	0	8	0	38	12	50	-9999	No remarks
2014-06-24	SIL2_140624	SIL2	C	0	8	0	32	18	50	-9999	No remarks
2014-06-24	SIL2_140624	SIL2	D	0	8	0	20	30	50	-9999	No remarks
2014-06-24	SIL3_140624	SIL3	A	0	8	0	31	19	50	-9999	No remarks
2014-06-24	SIL3_140624	SIL3	B	0	8	17	33	0	50	-9999	No remarks
2014-06-24	SIL3_140624	SIL3	C	0	8	34	16	0	50	-9999	No remarks
2014-06-24	SIL3_140624	SIL3	D	0	8	2	41	7	50	-9999	No remarks
2014-07-02	SIL1_140702	SIL1	A	0	0	14	36	0	50	-9999	No remarks
2014-07-02	SIL1_140702	SIL1	B	0	0	20	30	0	50	-9999	No remarks
2014-07-02	SIL1_140702	SIL1	C	0	0	16	34	0	50	-9999	No remarks
2014-07-02	SIL1_140702	SIL1	D	0	0	8	40	2	50	-9999	No remarks
2014-07-02	SIL4_140702	SIL4	A	0	0	5	26	19	50	-9999	No remarks
2014-07-02	SIL4_140702	SIL4	B	0	0	4	15	31	50	-9999	No remarks
2014-07-02	SIL4_140702	SIL4	C	0	0	0	10	40	50	-9999	No remarks
2014-07-02	SIL4_140702	SIL4	D	0	0	0	0	50	50	-9999	No remarks
2014-07-02	SIL2_140702	SIL2	A	0	0	3	42	5	50	-9999	No remarks
2014-07-02	SIL2_140702	SIL2	B	0	0	0	31	19	50	-9999	No remarks
2014-07-02	SIL2_140702	SIL2	C	0	0	0	0	50	50	-9999	No remarks
2014-07-02	SIL2_140702	SIL2	D	0	0	0	2	48	50	-9999	No remarks
2014-07-02	SIL3_140702	SIL3	A	0	0	0	5	45	50	-9999	No remarks
2014-07-02	SIL3_140702	SIL3	B	0	0	0	50	0	50	-9999	No remarks
2014-07-02	SIL3_140702	SIL3	C	0	0	9	41	0	50	-9999	No remarks
2014-07-02	SIL3_140702	SIL3	D	0	0	0	14	36	50	-9999	No remarks
2014-07-08	SIL1_140708	SIL1	A	0	-9999	0	0	20	20	-9999	No remarks
2014-07-08	SIL1_140708	SIL1	B	0	-9999	1	36	13	50	-9999	No remarks
2014-07-08	SIL1_140708	SIL1	C	0	-9999	0	24	26	50	-9999	No remarks
2014-07-08	SIL1_140708	SIL1	D	0	-9999	0	3	47	50	-9999	No remarks
2014-07-08	SIL4_140708	SIL4	A	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL4_140708	SIL4	B	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL4_140708	SIL4	C	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL4_140708	SIL4	D	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL2_140708	SIL2	A	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL2_140708	SIL2	B	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL2_140708	SIL2	C	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL2_140708	SIL2	D	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL3_140708	SIL3	A	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL3_140708	SIL3	B	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL3_140708	SIL3	C	0	-9999	2	40	8	50	-9999	No remarks
2014-07-08	SIL3_140708	SIL3	D	0	-9999	0	0	50	50	-9999	No remarks
2014-07-08	SIL1_140708	SIL1	A	0	-9999	13	79	507	599	599	Total count
2014-07-08	SIL1_140708	SIL1	B	0	-9999	7	263	607	877	877	Total count
2014-07-08	SIL1_140708	SIL1	C	0	-9999	14	447	569	1030	1030	Total count
2014-07-08	SIL1_140708	SIL1	D	0	-9999	4	54	891	949	949	Total count
2014-07-08	SIL4_140708	SIL4	A	0	-9999	22	3	507	532	532	Total count
2014-07-08	SIL4_140708	SIL4	B	0	-9999	43	4	888	935	935	Total count
2014-07-08	SIL4_140708	SIL4	C	0	-9999	12	9	1978	1999	1999	Total count
2014-07-08	SIL4_140708	SIL4	D	0	-9999	6	0	1282	1288	1288	Total count
2014-07-08	SIL2_140708	SIL2	A	0	-9999	0	30	966	996	996	Total count
2014-07-08	SIL2_140708	SIL2	B	0	-9999	86	10	1412	1508	1508	Total count
2014-07-08	SIL2_140708	SIL2	C	0	-9999	0	13	2488	2501	2501	Total count
2014-07-08	SIL2_140708	SIL2	D	0	-9999	2	79	937	1018	1018	Total count
2014-07-08	SIL3_140708	SIL3	A	0	-9999	2	7	1494	1503	1503	Total count
2014-07-08	SIL3_140708	SIL3	B	0	-9999	15	0	204	219	219	Total count
2014-07-08	SIL3_140708	SIL3	C	0	-9999	4	260	970	1234	1234	Total count
2014-07-08	SIL3_140708	SIL3	D	0	-9999	0	2	440	442	442	Total count
2014-07-18	SIL1_140718	SIL1	A	0	4	0	0	50	50	-9999	No remarks
2014-07-18	SIL1_140718	SIL1	B	0	4	0	1	49	50	-9999	No remarks
2014-07-18	SIL1_140718	SIL1	C	0	4	0	0	50	50	-9999	No remarks
2014-07-18	SIL1_140718	SIL1	D	0	4	0	0	50	50	-9999	No remarks
2014-07-18	SIL4_140718	SIL4	A	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL4_140718	SIL4	B	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL4_140718	SIL4	C	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL4_140718	SIL4	D	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL2_140718	SIL2	A	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL2_140718	SIL2	B	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL2_140718	SIL2	C	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL2_140718	SIL2	D	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL3_140718	SIL3	A	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL3_140718	SIL3	B	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL3_140718	SIL3	C	0	6	0	0	50	50	-9999	No remarks
2014-07-18	SIL3_140718	SIL3	D	0	6	0	0	50	50	-9999	No remarks
2014-07-23	SIL1_140723	SIL1	A	0	8	0	0	50	50	-9999	No remarks
2014-07-23	SIL1_140723	SIL1	B	0	8	0	0	50	50	-9999	No remarks
2014-07-23	SIL1_140723	SIL1	C	0	8	0	0	50	50	-9999	No remarks
2014-07-23	SIL1_140723	SIL1	D	0	8	0	0	50	50	-9999	No remarks
