Date	Plot	Section	Buds	Flowers	Senescent	Open	TotalFlowering	TotalCount	Field_Remarks	General_remarks
2009-06-18	Sax2	A	0	3	4	0	-9999	NA	No remarks	No remarks
2009-06-18	Sax2	B	0	5	15	0	-9999	NA	No remarks	No remarks
2009-06-18	Sax2	C	0	4	26	0	-9999	NA	No remarks	No remarks
2009-06-18	Sax2	D	0	7	39	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax2	A	0	0	9	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax2	B	0	1	19	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax2	C	0	1	19	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax2	D	0	4	41	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax1	A	0	0	1	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax1	B	0	0	0	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax1	C	0	1	12	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax1	D	0	0	5	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax3	A	0	4	24	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax3	B	0	2	10	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax3	C	0	3	7	0	-9999	NA	No remarks	No remarks
2009-06-24	Sax3	D	0	0	9	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax1	A	0	0	1	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax1	B	0	0	0	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax1	C	0	0	13	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax1	D	0	0	5	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax2	A	0	0	7	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax3	B	0	1	5	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax3	C	0	0	1	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax3	D	0	0	8	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax2	B	0	0	28	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax2	C	0	0	33	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax2	D	0	0	53	0	-9999	NA	No remarks	No remarks
2009-07-02	Sax3	A	0	0	23	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax1	A	0	0	2	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax2	B	0	0	23	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax2	C	0	0	27	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax2	D	0	0	35	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax3	A	0	0	19	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax1	B	0	0	0	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax1	C	0	0	11	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax1	D	0	0	6	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax2	A	0	0	8	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax3	B	0	0	9	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax3	C	0	0	3	0	-9999	NA	No remarks	No remarks
2009-07-08	Sax3	D	0	0	8	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax1	C	0	0	12	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax1	D	0	0	4	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax2	A	0	0	9	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax2	B	0	0	24	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax3	C	0	0	10	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax3	D	0	0	9	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax1	A	0	0	2	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax1	B	0	0	0	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax2	C	0	0	27	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax2	D	0	0	46	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax3	A	0	0	34	0	-9999	NA	No remarks	No remarks
2009-07-15	Sax3	B	0	0	18	0	-9999	NA	No remarks	No remarks
2009-07-24	Sax1	A	0	0	1	0	-9999	NA	No remarks	No remarks
2009-07-24	Sax1	B	4	2	0	0	-9999	NA	New buds	No remarks
2009-07-24	Sax2	C	0	0	33	0	-9999	NA	No remarks	No remarks
2009-07-24	Sax2	D	0	0	44	0	-9999	NA	No remarks	No remarks
2009-07-24	Sax1	C	0	0	14	1	-9999	NA	No remarks	No remarks
2009-07-24	Sax1	D	0	0	1	4	-9999	NA	No remarks	No remarks
2009-07-24	Sax2	A	0	0	9	0	-9999	NA	No remarks	No remarks
2009-07-24	Sax2	B	0	0	21	0	-9999	NA	No remarks	No remarks
2009-07-25	Sax3	A	0	0	18	3	-9999	NA	No remarks	No remarks
2009-07-25	Sax3	B	0	0	11	0	-9999	NA	No remarks	No remarks
2009-07-25	Sax3	C	0	0	6	0	-9999	NA	No remarks	No remarks
2009-07-25	Sax3	D	0	0	9	0	-9999	NA	No remarks	No remarks
2009-07-29	Sax1	D	0	0	0	5	-9999	NA	No remarks	No remarks
2009-07-29	Sax2	A	0	0	6	1	-9999	NA	No remarks	No remarks
2009-07-29	Sax2	B	0	0	19	0	-9999	NA	No remarks	No remarks
2009-07-29	Sax2	C	0	0	25	5	-9999	NA	No remarks	No remarks
2009-07-29	Sax1	A	0	0	3	0	-9999	NA	No remarks	No remarks
2009-07-29	Sax1	B	0	3	0	0	-9999	NA	No remarks	No remarks
2009-07-29	Sax1	C	0	1	6	7	-9999	NA	No remarks	No remarks
2009-07-29	Sax2	D	0	0	25	23	-9999	NA	No remarks	No remarks
2009-07-30	Sax3	D	0	0	8	2	-9999	NA	No remarks	No remarks
2009-07-30	Sax3	A	0	0	18	0	-9999	NA	No remarks	No remarks
2009-07-30	Sax3	B	0	0	8	2	-9999	NA	No remarks	No remarks
2009-07-30	Sax3	C	0	0	5	0	-9999	NA	No remarks	No remarks
2009-08-06	Sax1	A	0	1	0	0	-9999	NA	No remarks	No remarks
2009-08-06	Sax1	B	2	3	16	0	-9999	NA	No remarks	No remarks
2009-08-06	Sax1	C	0	1	0	15	-9999	NA	No remarks	No remarks
2009-08-06	Sax2	D	0	0	11	36	-9999	NA	No remarks	No remarks
2009-08-06	Sax3	A	0	0	3	15	-9999	NA	No remarks	No remarks
2009-08-06	Sax3	B	0	0	0	5	-9999	NA	No remarks	No remarks
2009-08-06	Sax3	C	1	1	0	3	-9999	NA	No remarks	No remarks
2009-08-06	Sax1	D	1	2	0	6	-9999	NA	No remarks	No remarks
2009-08-06	Sax2	A	0	0	0	7	-9999	NA	No remarks	No remarks
2009-08-06	Sax2	B	0	0	2	13	-9999	NA	No remarks	No remarks
2009-08-06	Sax2	C	0	0	6	18	-9999	NA	No remarks	No remarks
2009-08-06	Sax3	D	0	0	3	6	-9999	NA	No remarks	No remarks
2009-08-13	Sax2	A	0	0	0	6	-9999	NA	No remarks	No remarks
2009-08-13	Sax2	B	0	1	0	12	-9999	NA	No remarks	No remarks
2009-08-13	Sax2	C	0	0	1	30	-9999	NA	No remarks	No remarks
2009-08-13	Sax2	D	0	0	0	41	-9999	NA	No remarks	No remarks
2009-08-13	Sax1	A	0	2	0	2	-9999	NA	No remarks	No remarks
2009-08-13	Sax1	B	3	37	0	0	-9999	NA	No remarks	No remarks
2009-08-13	Sax1	C	5	8	0	11	-9999	NA	No remarks	No remarks
2009-08-13	Sax1	D	0	2	0	7	-9999	NA	No remarks	No remarks
2009-08-19	Sax2	A	0	0	0	7	-9999	NA	No remarks	No remarks
2009-08-19	Sax2	B	0	1	0	18	-9999	NA	No remarks	No remarks
2009-08-19	Sax2	C	1	0	1	17	-9999	NA	No remarks	No remarks
2009-08-19	Sax2	D	0	1	0	40	-9999	NA	No remarks	No remarks
2009-08-19	Sax1	A	0	2	1	0	-9999	NA	No remarks	No remarks
2009-08-19	Sax1	B	1	18	18	0	-9999	NA	No remarks	No remarks
2009-08-19	Sax1	C	2	11	0	14	-9999	NA	No remarks	No remarks
2009-08-19	Sax1	D	0	2	0	5	-9999	NA	No remarks	No remarks
2009-08-19	Sax3	A	0	0	0	12	-9999	NA	No remarks	No remarks
2009-08-19	Sax3	B	0	0	0	3	-9999	NA	No remarks	No remarks
2009-08-19	Sax3	C	1	2	1	2	-9999	NA	No remarks	No remarks
2009-08-19	Sax3	D	0	0	0	0	-9999	NA	Found nothing	No remarks
2009-08-26	Sax1	A	0	0	1	1	-9999	NA	No remarks	No remarks
2009-08-26	Sax1	B	0	0	40	0	-9999	NA	No remarks	No remarks
2009-08-26	Sax1	C	0	7	3	9	-9999	NA	No remarks	No remarks
2009-08-26	Sax1	D	0	2	1	5	-9999	NA	No remarks	No remarks
2009-08-26	Sax2	A	-9999	-9999	-9999	-9999	6	TOTALCOUNT	No remarks	No remarks
2009-08-26	Sax2	C	0	0	0	24	-9999	NA	No remarks	No remarks
2009-08-26	Sax2	D	-9999	-9999	-9999	-9999	44	TOTALCOUNT	No remarks	No remarks
2009-08-26	Sax2	D	2	3	1	38	-9999	NA	No remarks	No remarks
2009-08-26	Sax3	A	0	0	0	13	-9999	NA	No remarks	No remarks
2009-08-26	Sax2	A	0	0	0	6	-9999	NA	No remarks	No remarks
2009-08-26	Sax2	B	-9999	-9999	-9999	-9999	49	TOTALCOUNT	No remarks	No remarks
2009-08-26	Sax2	B	0	2	40	7	-9999	NA	No remarks	No remarks
2009-08-26	Sax2	C	-9999	-9999	-9999	-9999	24	TOTALCOUNT	No remarks	No remarks
2009-08-26	Sax3	B	0	0	0	10	-9999	NA	No remarks	No remarks
2009-08-26	Sax3	C	0	0	2	8	-9999	NA	No remarks	No remarks
2009-08-26	Sax3	D	0	0	0	8	-9999	NA	No remarks	No remarks
2009-09-02	Sax1	B	0	9	31	2	-9999	NA	No remarks	No remarks
2009-09-02	Sax1	C	2	6	5	15	-9999	NA	No remarks	No remarks
2009-09-02	Sax1	D	0	2	2	0	-9999	NA	No remarks	No remarks
2009-09-02	Sax2	A	0	0	0	6	-9999	NA	No remarks	No remarks
2009-09-02	Sax3	B	0	0	0	4	-9999	NA	No remarks	No remarks
2009-09-02	Sax3	C	0	1	0	3	-9999	NA	No remarks	No remarks
2009-09-02	Sax3	D	0	0	0	6	-9999	NA	No remarks	No remarks
2009-09-02	Sax1	A	0	0	0	0	-9999	NA	No remarks	No remarks
2009-09-02	Sax2	B	0	1	1	9	-9999	NA	No remarks	No remarks
2009-09-02	Sax2	C	1	0	0	13	-9999	NA	No remarks	No remarks
2009-09-02	Sax2	D	1	2	0	38	-9999	NA	No remarks	No remarks
2009-09-02	Sax3	A	0	0	0	6	-9999	NA	No remarks	No remarks
2009-09-09	Sax1	A	0	0	0	0	-9999	NA	No remarks	No remarks
2009-09-09	Sax1	B	0	3	32	0	-9999	NA	No remarks	No remarks
2009-09-09	Sax2	C	0	1	0	0	-9999	NA	No remarks	Difficult to find flowers. Seems gone
2009-09-09	Sax2	D	1	2	0	0	-9999	NA	No remarks	Difficult to find flowers. Seems gone
2009-09-09	Sax3	A	1	0	0	-9999	-9999	NA	Rest open	No remarks
2009-09-09	Sax3	B	0	1	0	-9999	-9999	NA	Rest open	No remarks
2009-09-09	Sax1	C	0	4	4	13	-9999	NA	No remarks	No remarks
2009-09-09	Sax1	D	0	1	1	2	-9999	NA	No remarks	No remarks
2009-09-09	Sax2	A	0	0	0	0	-9999	NA	No remarks	Difficult to find flowers. Seems gone
2009-09-09	Sax2	B	0	0	0	0	-9999	NA	No remarks	Difficult to find flowers. Seems gone
2009-09-09	Sax3	C	0	1	0	-9999	-9999	NA	Rest open	No remarks
2009-09-09	Sax3	D	0	0	0	-9999	-9999	NA	All open	No remarks
2009-09-16	Sax1	C	0	0	1	9	-9999	NA	No remarks	No remarks
2009-09-16	Sax1	D	0	0	3	-9999	-9999	NA	Rest open	No remarks
2009-09-16	Sax2	A	0	0	0	-9999	-9999	NA	All open	No remarks
2009-09-16	Sax2	B	0	0	0	-9999	-9999	NA	All open	No remarks
2009-09-16	Sax3	C	0	0	0	-9999	-9999	NA	All open	No remarks
2009-09-16	Sax3	D	0	0	0	-9999	-9999	NA	All open	No remarks
2009-09-16	Sax1	A	0	0	0	2	-9999	NA	No remarks	No remarks
2009-09-16	Sax1	B	0	1	33	-9999	-9999	NA	Rest open	No remarks
2009-09-16	Sax2	C	1	0	0	-9999	-9999	NA	Rest open	No remarks
2009-09-16	Sax2	D	1	0	0	-9999	-9999	NA	Rest open	No remarks
2009-09-16	Sax3	A	0	0	0	-9999	-9999	NA	All open	No remarks
2009-09-16	Sax3	B	0	1	0	-9999	-9999	NA	Rest open	No remarks
2009-09-23	Sax1	A	0	0	1	-9999	-9999	NA	No remarks	All other open and not counted, just checked
2009-09-23	Sax1	B	0	0	29	-9999	-9999	NA	No remarks	All other open and not counted, just checked
2009-09-23	Sax1	C	0	0	1	-9999	-9999	NA	No remarks	All other open and not counted, just checked
2009-09-23	Sax2	D	0	0	0	-9999	-9999	NA	No remarks	All  open and not counted, just checked
2009-09-23	Sax3	A	0	0	0	-9999	-9999	NA	No remarks	All  open and not counted, just checked
2009-09-23	Sax3	B	0	0	0	-9999	-9999	NA	No remarks	All  open and not counted, just checked
2009-09-23	Sax3	C	0	0	0	-9999	-9999	NA	No remarks	All  open and not counted, just checked
2009-09-23	Sax1	D	0	0	1	-9999	-9999	NA	No remarks	All other open and not counted, just checked
2009-09-23	Sax2	A	0	0	0	-9999	-9999	NA	No remarks	All  open and not counted, just checked
2009-09-23	Sax2	B	0	0	0	-9999	-9999	NA	No remarks	All  open and not counted, just checked
2009-09-23	Sax2	C	1	0	0	-9999	-9999	NA	Pale purple bud.	All  open and not counted, just checked
2009-09-23	Sax3	D	0	0	0	-9999	-9999	NA	No remarks	All  open and not counted, just checked
2009-09-30	Sax1	D	0	0	2	0	-9999	NA	No remarks	Sax2 taken before Sax1. Many plants not visible. A snow hare has been in the field and clearly eaten of the plants
2009-09-30	Sax2	A	0	0	0	0	-9999	NA	No remarks	Sax2 taken before Sax1. Many plants not visible.
2009-09-30	Sax2	B	0	0	0	0	-9999	NA	No remarks	Sax2 taken before Sax1. Many plants not visible.
2009-09-30	Sax2	C	0	0	0	0	-9999	NA	No remarks	Sax2 taken before Sax1. Many plants not visible.
2009-09-30	Sax1	A	0	0	0	0	-9999	NA	No remarks	Sax2 taken before Sax1. Many plants not visible. A snow hare has been in the field and clearly eaten of the plants
2009-09-30	Sax1	B	0	0	4	0	-9999	NA	No remarks	Sax2 taken before Sax1. Many plants not visible. A snow hare has been in the field and clearly eaten of the plants
2009-09-30	Sax1	C	0	0	0	0	-9999	NA	No remarks	Sax2 taken before Sax1. Many plants not visible. A snow hare has been in the field and clearly eaten of the plants
2009-09-30	Sax2	D	0	0	0	0	-9999	NA	No remarks	Sax2 taken before Sax1. Many plants not visible.
2009-10-07	Sax2	A	0	0	0	0	-9999	NA	No plants seen	No remarks
2009-10-07	Sax2	B	0	0	0	-9999	-9999	NA	All open	No remarks
2009-10-07	Sax2	C	1	0	1	0	-9999	NA	Some heads lying next to plants	No remarks
2009-10-07	Sax2	D	0	0	0	-9999	-9999	NA	All open	No remarks
2009-10-07	Sax1	A	0	0	0	-9999	-9999	NA	All open	No remarks
2009-10-07	Sax1	B	0	0	5	-9999	-9999	NA	One plant damaged by hares	No remarks
2009-10-07	Sax1	C	0	0	0	-9999	-9999	NA	all open	No remarks
2009-10-07	Sax1	D	0	0	0	-9999	-9999	NA	all open	No remarks
2010-05-22	Sax2	A	8	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax2	B	3	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax2	C	25	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax2	D	37	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax1	A	25	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax1	B	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax1	C	15	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax1	D	39	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax3	A	8	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax3	B	0	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax3	C	0	0	0	0	-9999	NA	No remarks	No remarks
2010-05-22	Sax3	D	7	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax1	A	36	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax1	B	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax1	C	25	1	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax1	D	49	1	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax3	B	25	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax3	C	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax3	D	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax2	A	29	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax2	B	4	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax2	C	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax2	D	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-27	Sax3	A	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax1	A	46	4	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax2	B	6	0	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax2	C	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax2	D	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax3	A	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax1	B	49	1	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax1	C	26	3	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax1	D	42	8	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax2	A	29	0	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax3	B	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax3	C	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-29	Sax3	D	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax1	B	33	17	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax1	C	23	6	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax1	D	27	23	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax2	A	28	1	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax2	B	6	0	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax3	C	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax3	D	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax1	A	41	9	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax2	C	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax2	D	48	2	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax3	A	50	0	0	0	-9999	NA	No remarks	No remarks
2010-05-31	Sax3	B	50	0	0	0	-9999	NA	No remarks	No remarks
2010-06-02	Sax1	A	33	41	0	0	-9999	NA	No remarks	No remarks
2010-06-02	Sax1	B	26	64	0	0	-9999	NA	No remarks	No remarks
2010-06-02	Sax1	C	13	15	0	0	-9999	NA	No remarks	No remarks
2010-06-02	Sax1	D	62	30	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax1	C	12	14	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax1	D	24	70	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax2	A	21	9	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax2	B	7	1	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax3	C	50	0	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax3	D	49	1	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax1	A	26	32	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax1	B	21	69	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax2	C	50	0	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax2	D	39	11	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax3	A	50	0	0	0	-9999	NA	No remarks	No remarks
2010-06-03	Sax3	B	50	0	0	0	-9999	NA	No remarks	No remarks
2010-06-05	Sax1	A	-9999	-9999	-9999	-9999	75	TOTALCOUNT	No remarks	No remarks
2010-06-05	Sax1	A	24	51	0	0	-9999	NA	No remarks	No remarks
2010-06-05	Sax1	B	-9999	-9999	-9999	-9999	92	TOTALCOUNT	No remarks	No remarks
2010-06-05	Sax1	D	7	87	0	0	-9999	NA	No remarks	No remarks
2010-06-05	Sax1	B	5	87	0	0	-9999	NA	No remarks	No remarks
2010-06-05	Sax1	C	-9999	-9999	-9999	-9999	32	TOTALCOUNT	No remarks	No remarks
2010-06-05	Sax1	C	11	21	0	0	-9999	NA	No remarks	No remarks
2010-06-05	Sax1	D	-9999	-9999	-9999	-9999	94	TOTALCOUNT	No remarks	No remarks
2010-06-10	Sax1	A	0	55	3	0	-9999	NA	No remarks	No remarks
2010-06-10	Sax1	B	0	63	30	0	-9999	NA	No remarks	No remarks
2010-06-10	Sax1	C	3	26	1	0	-9999	NA	No remarks	No remarks
2010-06-10	Sax2	B	1	8	0	0	-9999	NA	No remarks	No remarks
2010-06-10	Sax2	C	-9999	-9999	-9999	-9999	69	TOTALCOUNT	No remarks	No remarks
2010-06-10	Sax2	C	1	68	0	0	-9999	NA	No remarks	No remarks
2010-06-10	Sax2	D	-9999	-9999	-9999	-9999	65	TOTALCOUNT	No remarks	No remarks
2010-06-10	Sax1	D	0	56	13	0	-9999	NA	No remarks	No remarks
2010-06-10	Sax2	A	-9999	-9999	-9999	-9999	28	TOTALCOUNT	No remarks	No remarks
2010-06-10	Sax2	A	0	28	0	0	-9999	NA	No remarks	No remarks
2010-06-10	Sax2	B	-9999	-9999	-9999	-9999	9	TOTALCOUNT	No remarks	No remarks
2010-06-10	Sax2	D	1	57	7	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax1	D	0	2	42	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax2	A	0	5	9	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax2	B	0	4	0	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax2	C	0	39	19	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax2	D	0	20	24	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax3	C	-9999	-9999	-9999	-9999	142	TOTALCOUNT	No remarks	No remarks
2010-06-17	Sax3	C	0	122	20	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax3	D	-9999	-9999	-9999	-9999	75	TOTALCOUNT	No remarks	No remarks
2010-06-17	Sax3	D	0	50	25	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax1	A	0	13	34	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax1	B	0	7	48	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax1	C	0	16	10	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax3	A	-9999	-9999	-9999	-9999	152	TOTALCOUNT	No remarks	No remarks
2010-06-17	Sax3	A	0	112	40	0	-9999	NA	No remarks	No remarks
2010-06-17	Sax3	B	-9999	-9999	-9999	-9999	137	TOTALCOUNT	No remarks	No remarks
2010-06-17	Sax3	B	0	137	0	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax2	A	0	0	14	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax2	B	0	2	6	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax2	C	0	1	50	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax2	D	0	1	53	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax1	A	0	1	43	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax1	B	0	1	83	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax1	C	0	3	24	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax1	D	0	0	52	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax3	A	0	6	92	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax3	B	0	5	123	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax3	C	0	9	94	0	-9999	NA	No remarks	No remarks
2010-06-24	Sax3	D	0	1	64	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax1	B	0	0	52	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax1	C	0	0	14	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax1	D	0	0	75	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax2	A	0	0	16	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax3	B	0	1	50	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax3	C	0	0	56	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax3	D	0	0	56	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax1	A	0	0	59	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax2	B	0	0	3	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax2	C	0	0	55	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax2	D	0	0	39	0	-9999	NA	No remarks	No remarks
2010-07-02	Sax3	A	0	0	61	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax1	A	0	0	45	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax2	B	0	0	5	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax2	C	0	0	58	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax2	D	0	0	38	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax3	A	0	0	64	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax1	B	0	0	79	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax1	C	0	0	30	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax1	D	0	0	64	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax2	A	0	0	22	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax3	B	0	0	43	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax3	C	0	0	69	0	-9999	NA	No remarks	No remarks
2010-07-08	Sax3	D	0	0	51	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax1	C	0	0	23	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax1	D	0	0	73	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax2	A	0	0	28	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax2	B	0	0	4	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax3	D	0	0	54	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax1	A	0	0	40	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax1	B	0	0	53	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax2	D	0	0	49	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax3	A	0	0	54	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax3	B	0	0	78	0	-9999	NA	No remarks	No remarks
2010-07-15	Sax3	C	0	0	72	0	-9999	NA	No remarks	No remarks
2010-07-21	Sax1	A	0	0	37	1	-9999	NA	No remarks	No remarks
2010-07-21	Sax1	B	0	0	52	1	-9999	NA	No remarks	No remarks
2010-07-21	Sax1	C	0	0	28	0	-9999	NA	No remarks	No remarks
2010-07-21	Sax1	D	0	0	62	0	-9999	NA	No remarks	No remarks
2010-07-22	Sax3	D	0	0	65	0	-9999	NA	No remarks	No remarks
2010-07-22	Sax3	A	0	0	59	0	-9999	NA	No remarks	No remarks
