Date	Photo_no	Observer	Plot	Section	Snow	Cloud_cover	Buds	Flowers	Senescent	TotalFlowering	TotalCount	Remarks
2014-07-18	LOI3_140718	StPe	LOI3	A	0	5	0	0	0	0	-9999	No remarks
2014-07-18	LOI3_140718	StPe	LOI3	B	0	5	0	0	0	0	-9999	No remarks
2014-07-18	LOI3_140718	StPe	LOI3	C	0	5	0	0	0	0	-9999	No remarks
2014-07-18	LOI3_140718	StPe	LOI3	D	0	5	0	0	100	100	-9999	No remarks
2014-07-18	LOI4_140718	StPe	LOI4	A	0	5	0	0	100	100	-9999	No remarks
2014-07-18	LOI4_140718	StPe	LOI4	B	0	5	0	0	100	100	-9999	No remarks
2014-07-18	LOI4_140718	StPe	LOI4	C	0	5	0	0	100	100	-9999	No remarks
2014-07-18	LOI4_140718	StPe	LOI4	D	0	5	0	0	100	100	-9999	No remarks
2014-07-23	LOI1_140723	StPe	LOI1	A	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI1_140723	StPe	LOI1	B	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI1_140723	StPe	LOI1	C	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI1_140723	StPe	LOI1	D	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI2_140723	StPe	LOI2	A	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI2_140723	StPe	LOI2	B	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI2_140723	StPe	LOI2	C	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI2_140723	StPe	LOI2	D	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI3_140723	StPe	LOI3	A	0	8	0	0	0	0	-9999	No remarks
2014-07-23	LOI3_140723	StPe	LOI3	B	0	8	0	0	0	0	-9999	No remarks
2014-07-23	LOI3_140723	StPe	LOI3	C	0	8	0	0	0	0	-9999	No remarks
2014-07-23	LOI3_140723	StPe	LOI3	D	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI4_140723	StPe	LOI4	A	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI4_140723	StPe	LOI4	B	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI4_140723	StPe	LOI4	C	0	8	0	0	100	100	-9999	No remarks
2014-07-23	LOI4_140723	StPe	LOI4	D	0	8	0	0	100	100	-9999	No remarks
2014-07-28	LOI1_140728	MaOl/MaBu	LOI1	A	0	4	0	0	100	100	-9999	No remarks
2014-07-28	LOI1_140728	MaOl/MaBu	LOI1	B	0	4	0	0	100	100	-9999	No remarks
2014-07-28	LOI1_140728	MaOl/MaBu	LOI1	C	0	4	0	0	100	100	-9999	No remarks
2014-07-28	LOI1_140728	MaOl/MaBu	LOI1	D	0	4	0	0	100	100	-9999	No remarks
2014-07-28	LOI2_140728	MaOl/MaBu	LOI2	A	0	2	0	0	100	100	-9999	No remarks
2014-07-28	LOI2_140728	MaOl/MaBu	LOI2	B	0	2	0	0	100	100	-9999	No remarks
2014-07-28	LOI2_140728	MaOl/MaBu	LOI2	C	0	2	0	0	100	100	-9999	No remarks
2014-07-28	LOI2_140728	MaOl/MaBu	LOI2	D	0	2	0	0	100	100	-9999	No remarks
2014-07-28	LOI3_140728	MaOl/MaBu	LOI3	A	0	1	0	0	0	0	-9999	No remarks
2014-07-28	LOI3_140728	MaOl/MaBu	LOI3	B	0	1	0	0	0	0	-9999	No remarks
2014-07-28	LOI3_140728	MaOl/MaBu	LOI3	C	0	1	0	0	0	0	-9999	No remarks
2014-07-28	LOI3_140728	MaOl/MaBu	LOI3	D	0	1	0	0	100	100	-9999	No remarks
2014-07-28	LOI4_140728	MaOl/MaBu	LOI4	A	0	1	0	0	100	100	-9999	No remarks
2014-07-28	LOI4_140728	MaOl/MaBu	LOI4	B	0	1	0	0	100	100	-9999	No remarks
2014-07-28	LOI4_140728	MaOl/MaBu	LOI4	C	0	1	0	0	100	100	-9999	No remarks
2014-07-28	LOI4_140728	MaOl/MaBu	LOI4	D	0	1	0	0	100	100	-9999	No remarks
2014-08-05	LOI1_140805	StPe	LOI1	A	0	0	0	0	100	100	-9999	No remarks
2014-08-05	LOI1_140805	StPe	LOI1	B	0	0	0	0	100	100	-9999	No remarks
2014-08-05	LOI1_140805	StPe	LOI1	C	0	0	0	0	100	100	-9999	No remarks
2014-08-05	LOI1_140805	StPe	LOI1	D	0	0	0	0	100	100	-9999	No remarks
2014-08-05	NA	StPe	LOI2	A	0	0	0	0	100	100	-9999	No remarks
2014-08-05	NA	StPe	LOI2	B	0	0	0	0	100	100	-9999	No remarks
2014-08-05	NA	StPe	LOI2	C	0	0	0	0	100	100	-9999	No remarks
2014-08-05	NA	StPe	LOI2	D	0	0	0	0	100	100	-9999	No remarks
2014-08-05	LOI3_140805	StPe	LOI3	A	0	0	0	0	0	0	-9999	No remarks
2014-08-05	LOI3_140805	StPe	LOI3	B	0	0	0	0	0	0	-9999	No remarks
2014-08-05	LOI3_140805	StPe	LOI3	C	0	0	0	0	0	0	-9999	No remarks
2014-08-05	LOI3_140805	StPe	LOI3	D	0	0	0	0	100	100	-9999	No remarks
2014-08-05	LOI4_140805	StPe	LOI4	A	0	0	0	0	100	100	-9999	No remarks
2014-08-05	LOI4_140805	StPe	LOI4	B	0	0	0	0	100	100	-9999	No remarks
2014-08-05	LOI4_140805	StPe	LOI4	C	0	0	0	0	100	100	-9999	No remarks
2014-08-05	LOI4_140805	StPe	LOI4	D	0	0	0	0	100	100	-9999	No remarks
2014-08-12	LOI1_140812	MaOl	LOI1	A	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI1_140812	MaOl	LOI1	B	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI1_140812	MaOl	LOI1	C	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI1_140812	MaOl	LOI1	D	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI2_140812	MaOl	LOI2	A	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI2_140812	MaOl	LOI2	B	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI2_140812	MaOl	LOI2	C	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI2_140812	MaOl	LOI2	D	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI3_140812	MaOl	LOI3	A	0	4	0	0	0	0	-9999	No remarks
2014-08-12	LOI3_140812	MaOl	LOI3	B	0	4	0	0	0	0	-9999	No remarks
2014-08-12	LOI3_140812	MaOl	LOI3	C	0	4	0	0	0	0	-9999	No remarks
2014-08-12	LOI3_140812	MaOl	LOI3	D	0	4	0	0	100	100	-9999	No remarks
2014-08-12	LOI4_140812	MaOl	LOI4	A	0	4	0	0	100	100	-9999	10 new flowerbuds
2014-08-12	LOI4_140812	MaOl	LOI4	B	0	4	0	0	100	100	-9999	14 new flowerbuds
2014-08-12	LOI4_140812	MaOl	LOI4	C	0	4	0	0	100	100	-9999	14 new flowerbuds
2014-08-12	LOI4_140812	MaOl	LOI4	D	0	4	0	0	100	100	-9999	15 new flowerbuds
2014-08-18	LOI1_140818	MaOl	LOI1	A	0	8	0	0	100	100	-9999	No remarks
2014-08-18	LOI1_140818	MaOl	LOI1	B	0	8	0	0	100	100	-9999	No remarks
2014-08-18	LOI1_140818	MaOl	LOI1	C	0	8	0	0	100	100	-9999	No remarks
2014-08-18	LOI1_140818	MaOl	LOI1	D	0	8	0	0	100	100	-9999	No remarks
2014-08-18	LOI2_140818	MaOl	LOI2	A	0	8	0	0	100	100	-9999	41 new flowerbuds
2014-08-18	LOI2_140818	MaOl	LOI2	B	0	8	0	0	100	100	-9999	57 new flowerbuds
2014-08-18	LOI2_140818	MaOl	LOI2	C	0	8	0	0	100	100	-9999	77 new flowerbuds
2014-08-18	LOI2_140818	MaOl	LOI2	D	0	8	0	0	100	100	-9999	51 new flowerbuds
2014-08-18	LOI3_140818	MaOl	LOI3	A	0	8	0	0	0	0	-9999	No remarks
2014-08-18	LOI3_140818	MaOl	LOI3	B	0	8	0	0	0	0	-9999	No remarks
2014-08-18	LOI3_140818	MaOl	LOI3	C	0	8	0	0	0	0	-9999	No remarks
2014-08-18	LOI3_140818	MaOl	LOI3	D	0	8	0	0	100	100	-9999	1 new flowerbud
2014-08-18	LOI4_140818	MaOl	LOI4	A	0	8	0	0	100	100	-9999	16 new flowerbuds
2014-08-18	LOI4_140818	MaOl	LOI4	B	0	8	0	0	100	100	-9999	10 new flowerbuds
2014-08-18	LOI4_140818	MaOl	LOI4	C	0	8	0	0	100	100	-9999	14 new flowerbuds
2014-08-18	LOI4_140818	MaOl	LOI4	D	0	8	0	0	100	100	-9999	15 new flowerbuds
2014-08-25	LOI1_140825	MaOl	LOI1	A	0	0	0	0	100	100	-9999	No remarks
2014-08-25	LOI1_140825	MaOl	LOI1	B	0	0	0	0	100	100	-9999	No remarks
2014-08-25	LOI1_140825	MaOl	LOI1	C	0	0	0	0	100	100	-9999	No remarks
2014-08-25	LOI1_140825	MaOl	LOI1	D	0	0	0	0	100	100	-9999	No remarks
2014-08-25	NA	MaOl	LOI2	A	0	0	0	0	100	100	-9999	68 new flowerbuds
2014-08-25	NA	MaOl	LOI2	B	0	0	0	0	100	100	-9999	57 new flowerbuds
2014-08-25	NA	MaOl	LOI2	C	0	0	0	0	100	100	-9999	72 new flowerbuds
2014-08-25	NA	MaOl	LOI2	D	0	0	0	0	100	100	-9999	32 new flowerbuds
2014-08-25	LOI3_140825	MaOl	LOI3	A	0	0	0	0	0	0	-9999	No remarks
2014-08-25	LOI3_140825	MaOl	LOI3	B	0	0	0	0	0	0	-9999	No remarks
2014-08-25	LOI3_140825	MaOl	LOI3	C	0	0	0	0	0	0	-9999	No remarks
2014-08-25	LOI3_140825	MaOl	LOI3	D	0	0	0	0	100	100	-9999	10 new flowerbuds
2014-08-25	LOI4_140825	MaOl	LOI4	A	0	0	0	0	100	100	-9999	34 new flowerbuds
2014-08-25	LOI4_140825	MaOl	LOI4	B	0	0	0	0	100	100	-9999	23 new flowerbuds
2014-08-25	LOI4_140825	MaOl	LOI4	C	0	0	0	0	100	100	-9999	18 new flowerbuds
2014-08-25	LOI4_140825	MaOl	LOI4	D	0	0	0	0	100	100	-9999	16 new flowerbuds
2014-09-02	LOI1_140902	MaOl	LOI1	A	0	8	0	0	100	100	-9999	No remarks
2014-09-02	LOI1_140902	MaOl	LOI1	B	0	8	0	0	100	100	-9999	No remarks
2014-09-02	LOI1_140902	MaOl	LOI1	C	0	8	0	0	100	100	-9999	No remarks
2014-09-02	LOI1_140902	MaOl	LOI1	D	0	8	0	0	100	100	-9999	No remarks
2014-09-02	LOI2_140902	MaOl	LOI2	A	0	8	0	0	100	100	-9999	No remarks
2014-09-02	LOI2_140902	MaOl	LOI2	B	0	8	0	0	100	100	-9999	No remarks
2014-09-02	LOI2_140902	MaOl	LOI2	C	0	8	0	0	100	100	-9999	79 new flowerbuds
2014-09-02	LOI2_140902	MaOl	LOI2	D	0	8	0	0	100	100	-9999	40 new flowerbuds
2014-09-02	LOI3_140902	MaOl	LOI3	A	0	8	0	0	0	0	-9999	No remarks
2014-09-02	LOI3_140902	MaOl	LOI3	B	0	8	0	0	0	0	-9999	No remarks
2014-09-02	LOI3_140902	MaOl	LOI3	C	0	8	0	0	0	0	-9999	No remarks
2014-09-02	LOI3_140902	MaOl	LOI3	D	0	8	0	0	100	100	-9999	40 new flowerbuds
2014-09-02	LOI4_140902	MaOl	LOI4	A	0	8	0	0	100	100	-9999	35 new flowerbuds
2014-09-02	LOI4_140902	MaOl	LOI4	B	0	8	0	0	100	100	-9999	29 new flowerbuds
2014-09-02	LOI4_140902	MaOl	LOI4	C	0	8	0	0	100	100	-9999	68 new flowerbuds
2014-09-02	LOI4_140902	MaOl	LOI4	D	0	8	0	0	100	100	-9999	71 new flowerbuds
2014-09-09	LOI1_140909	MaOl/StPe	LOI1	A	0	1	0	0	100	100	-9999	No remarks
2014-09-09	LOI1_140909	MaOl/StPe	LOI1	B	0	1	0	0	100	100	-9999	No remarks
2014-09-09	LOI1_140909	MaOl/StPe	LOI1	C	0	1	0	0	100	100	-9999	No remarks
2014-09-09	LOI1_140909	MaOl/StPe	LOI1	D	0	1	0	0	100	100	-9999	No remarks
2014-09-09	LOI2_140909	MaOl/StPe	LOI2	A	0	1	0	0	100	100	-9999	No remarks
2014-09-09	LOI2_140909	MaOl/StPe	LOI2	B	0	1	0	0	100	100	-9999	No remarks
2014-09-09	LOI2_140909	MaOl/StPe	LOI2	C	0	1	0	0	100	100	-9999	70 new flowerbuds
2014-09-09	LOI2_140909	MaOl/StPe	LOI2	D	0	1	0	0	100	100	-9999	34 new flowerbuds
2014-09-09	LOI3_140909	MaOl/StPe	LOI3	A	0	1	0	0	0	0	-9999	No remarks
2014-09-09	LOI3_140909	MaOl/StPe	LOI3	B	0	1	0	0	0	0	-9999	No remarks
2014-09-09	LOI3_140909	MaOl/StPe	LOI3	C	0	1	0	0	0	0	-9999	No remarks
2014-09-09	LOI3_140909	MaOl/StPe	LOI3	D	0	1	0	0	100	100	-9999	14 new flowerbuds
2014-09-09	LOI4_140909	MaOl/StPe	LOI4	A	0	1	0	0	100	100	-9999	66 new flowerbuds
2014-09-09	LOI4_140909	MaOl/StPe	LOI4	B	0	1	0	0	100	100	-9999	71 new flowerbuds
2014-09-09	LOI4_140909	MaOl/StPe	LOI4	C	0	1	0	0	100	100	-9999	86 new flowerbuds
2014-09-09	LOI4_140909	MaOl/StPe	LOI4	D	0	1	0	0	100	100	-9999	80 new flowerbuds
2014-09-16	LOI1_140916	MaOl/StPe/KaRa	LOI1	A	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI1_140916	MaOl/StPe/KaRa	LOI1	B	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI1_140916	MaOl/StPe/KaRa	LOI1	C	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI1_140916	MaOl/StPe/KaRa	LOI1	D	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI2_140916	MaOl/StPe/KaRa	LOI2	A	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI2_140916	MaOl/StPe/KaRa	LOI2	B	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI2_140916	MaOl/StPe/KaRa	LOI2	C	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI2_140916	MaOl/StPe/KaRa	LOI2	D	0	1	0	0	100	100	-9999	12 new flowerbuds
2014-09-16	LOI3_140916	MaOl/StPe/KaRa	LOI3	A	0	1	0	0	0	0	-9999	No remarks
2014-09-16	LOI3_140916	MaOl/StPe/KaRa	LOI3	B	0	1	0	0	0	0	-9999	No remarks
2014-09-16	LOI3_140916	MaOl/StPe/KaRa	LOI3	C	0	1	0	0	0	0	-9999	No remarks
2014-09-16	LOI3_140916	MaOl/StPe/KaRa	LOI3	D	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI4_140916	MaOl/StPe/KaRa	LOI4	A	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI4_140916	MaOl/StPe/KaRa	LOI4	B	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI4_140916	MaOl/StPe/KaRa	LOI4	C	0	1	0	0	100	100	-9999	No remarks
2014-09-16	LOI4_140916	MaOl/StPe/KaRa	LOI4	D	0	1	0	0	100	100	-9999	No remarks
2014-09-26	LOI1_140926	KaRa	LOI1	A	0	2	0	0	100	100	-9999	No remarks
2014-09-26	LOI1_140926	KaRa	LOI1	B	0	2	0	0	100	100	-9999	No remarks
2014-09-26	LOI1_140926	KaRa	LOI1	C	0	2	0	0	100	100	-9999	No remarks
2014-09-26	LOI1_140926	KaRa	LOI1	D	0	2	0	0	100	100	-9999	No remarks
2014-09-26	LOI2_140926	KaRa	LOI2	A	0	1	0	0	100	100	-9999	No remarks
2014-09-26	LOI2_140926	KaRa	LOI2	B	0	1	0	0	100	100	-9999	No remarks
2014-09-26	LOI2_140926	KaRa	LOI2	C	0	1	0	0	100	100	-9999	47 new flowerbuds
2014-09-26	LOI2_140926	KaRa	LOI2	D	0	1	0	0	100	100	-9999	28 new flowerbuds
2014-09-26	LOI3_140926	KaRa	LOI3	A	0	1	0	0	0	0	-9999	No remarks
2014-09-26	LOI3_140926	KaRa	LOI3	B	0	1	0	0	0	0	-9999	No remarks
2014-09-26	LOI3_140926	KaRa	LOI3	C	0	1	0	0	0	0	-9999	No remarks
2014-09-26	LOI3_140926	KaRa	LOI3	D	0	1	0	0	100	100	-9999	16 new flowerbuds
2014-09-26	LOI4_140926	KaRa	LOI4	A	0	1	0	0	100	100	-9999	No remarks
2014-09-26	LOI4_140926	KaRa	LOI4	B	0	1	0	0	100	100	-9999	2 new flowerbuds
2014-09-26	LOI4_140926	KaRa	LOI4	C	0	1	0	0	100	100	-9999	No remarks
2014-09-26	LOI4_140926	KaRa	LOI4	D	0	1	0	0	100	100	-9999	8 new flowerbuds
2014-09-30	LOI1_140930	KaRa	LOI1	A	0	5	0	0	100	100	-9999	No remarks
2014-09-30	LOI1_140930	KaRa	LOI1	B	0	5	0	0	100	100	-9999	No remarks
2014-09-30	LOI1_140930	KaRa	LOI1	C	0	5	0	0	100	100	-9999	No remarks
2014-09-30	LOI1_140930	KaRa	LOI1	D	0	5	0	0	100	100	-9999	No remarks
2014-09-30	LOI2_140930	KaRa	LOI2	A	0	7	0	0	100	100	-9999	No remarks
2014-09-30	LOI2_140930	KaRa	LOI2	B	0	7	0	0	100	100	-9999	No remarks
2014-09-30	LOI2_140930	KaRa	LOI2	C	0	7	0	0	100	100	-9999	74 new flowerbuds
2014-09-30	LOI2_140930	KaRa	LOI2	D	0	7	0	0	100	100	-9999	67 new flowerbuds
2014-09-30	LOI3_140930	KaRa	LOI3	A	0	7	0	0	0	0	-9999	No remarks
2014-09-30	LOI3_140930	KaRa	LOI3	B	0	7	0	0	0	0	-9999	No remarks
2014-09-30	LOI3_140930	KaRa	LOI3	C	0	7	0	0	0	0	-9999	No remarks
2014-09-30	LOI3_140930	KaRa	LOI3	D	0	7	0	0	100	100	-9999	16 new flowerbuds
2014-09-30	LOI4_140930	KaRa	LOI4	A	0	8	0	0	100	100	-9999	16 new flowerbuds
2014-09-30	LOI4_140930	KaRa	LOI4	B	0	8	0	0	100	100	-9999	2 new flowerbuds
2014-09-30	LOI4_140930	KaRa	LOI4	C	0	8	0	0	100	100	-9999	2 new flowerbuds
2014-09-30	LOI4_140930	KaRa	LOI4	D	0	8	0	0	100	100	-9999	18 new flowerbuds
2014-10-14	LOI1_141014	KaRa	LOI1	A	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI1_141014	KaRa	LOI1	B	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI1_141014	KaRa	LOI1	C	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI1_141014	KaRa	LOI1	D	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI2_141014	KaRa	LOI2	A	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI2_141014	KaRa	LOI2	B	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI2_141014	KaRa	LOI2	C	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI2_141014	KaRa	LOI2	D	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI3_141014	KaRa	LOI3	A	0	8	0	0	0	0	-9999	No remarks
2014-10-14	LOI3_141014	KaRa	LOI3	B	0	8	0	0	0	0	-9999	No remarks
2014-10-14	LOI3_141014	KaRa	LOI3	C	0	8	0	0	0	0	-9999	No remarks
2014-10-14	LOI3_141014	KaRa	LOI3	D	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI4_141014	KaRa	LOI4	A	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI4_141014	KaRa	LOI4	B	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI4_141014	KaRa	LOI4	C	0	8	0	0	100	100	-9999	No remarks
2014-10-14	LOI4_141014	KaRa	LOI4	D	0	8	0	0	100	100	-9999	No remarks
2015-06-17	LOI1_150617	KaRa	LOI1	A	0	6	100	0	0	100	-9999	No remarks
2015-06-17	LOI1_150617	KaRa	LOI1	B	0	6	100	0	0	100	-9999	No remarks
2015-06-17	LOI1_150617	KaRa	LOI1	C	0	6	100	0	0	100	-9999	No remarks
2015-06-17	LOI1_150617	KaRa	LOI1	D	0	6	100	0	0	100	-9999	No remarks
2015-06-17	NA	KaRa	LOI2	A	100	3	-9999	-9999	-9999	-9999	-9999	No remarks
2015-06-17	NA	KaRa	LOI2	B	100	3	-9999	-9999	-9999	-9999	-9999	No remarks
2015-06-17	NA	KaRa	LOI2	C	100	3	-9999	-9999	-9999	-9999	-9999	No remarks
2015-06-17	NA	KaRa	LOI2	D	100	3	-9999	-9999	-9999	-9999	-9999	No remarks
2015-06-17	NA	KaRa	LOI3	A	100	3	-9999	-9999	-9999	-9999	-9999	No remarks
2015-06-17	NA	KaRa	LOI3	B	100	3	-9999	-9999	-9999	-9999	-9999	No remarks
2015-06-17	NA	KaRa	LOI3	C	100	3	-9999	-9999	-9999	-9999	-9999	No remarks
2015-06-17	NA	KaRa	LOI3	D	100	3	-9999	-9999	-9999	-9999	-9999	No remarks
2015-06-17	LOI4_150617	KaRa	LOI4	A	0	1	98	2	0	100	-9999	No remarks
2015-06-17	LOI4_150617	KaRa	LOI4	B	0	1	91	9	0	100	-9999	No remarks
2015-06-17	LOI4_150617	KaRa	LOI4	C	0	1	80	20	0	100	-9999	No remarks
2015-06-17	LOI4_150617	KaRa	LOI4	D	0	1	83	17	0	100	-9999	No remarks
2015-06-24	LOI1_150624	KaRa	LOI1	A	0	0	100	0	0	100	-9999	No remarks
2015-06-24	LOI1_150624	KaRa	LOI1	B	0	0	100	0	0	100	-9999	No remarks
2015-06-24	LOI1_150624	KaRa	LOI1	C	0	0	100	0	0	100	-9999	No remarks
2015-06-24	LOI1_150624	KaRa	LOI1	D	0	0	100	0	0	100	-9999	No remarks
2015-06-24	LOI2_150624	KaRa	LOI2	A	0	1	100	0	0	100	-9999	No remarks
2015-06-24	LOI2_150624	KaRa	LOI2	B	0	1	100	0	0	100	-9999	No remarks
2015-06-24	LOI2_150624	KaRa	LOI2	C	0	1	100	0	0	100	-9999	No remarks
2015-06-24	LOI2_150624	KaRa	LOI2	D	0	1	100	0	0	100	-9999	No remarks
2015-06-24	LOI3_150624	KaRa	LOI3	A	100	2	0	0	0	0	-9999	No remarks
2015-06-24	LOI3_150624	KaRa	LOI3	B	100	2	0	0	0	0	-9999	No remarks
2015-06-24	LOI3_150624	KaRa	LOI3	C	100	2	0	0	0	0	-9999	No remarks
2015-06-24	LOI3_150624	KaRa	LOI3	D	100	2	0	0	0	0	-9999	No remarks
2015-06-24	LOI4_150624	KaRa	LOI4	A	0	2	50	50	0	100	-9999	No remarks
2015-06-24	LOI4_150624	KaRa	LOI4	B	0	2	19	68	13	100	-9999	No remarks
2015-06-24	LOI4_150624	KaRa	LOI4	C	0	2	15	64	21	100	-9999	No remarks
2015-06-24	LOI4_150624	KaRa	LOI4	D	0	2	8	79	13	100	-9999	No remarks
2015-07-01	LOI1_150701	MaOl	LOI1	A	0	0	2	67	31	100	-9999	No remarks
2015-07-01	LOI1_150701	MaOl	LOI1	B	0	0	1	39	60	100	-9999	No remarks
2015-07-01	LOI1_150701	MaOl	LOI1	C	0	0	2	40	58	100	-9999	No remarks
2015-07-01	LOI1_150701	MaOl	LOI1	D	0	0	0	38	62	100	-9999	No remarks
2015-07-01	LOI2_150701	MaOl	LOI2	A	0	0	100	0	0	100	-9999	No remarks
2015-07-01	LOI2_150701	MaOl	LOI2	B	0	0	100	0	0	100	-9999	No remarks
2015-07-01	LOI2_150701	MaOl	LOI2	C	0	0	100	0	0	100	-9999	No remarks
2015-07-01	LOI2_150701	MaOl	LOI2	D	0	0	100	0	0	100	-9999	No remarks
2015-07-01	LOI3_150701	MaOl	LOI3	A	0	0	0	0	0	0	-9999	No remarks
2015-07-01	LOI3_150701	MaOl	LOI3	B	0	0	0	0	0	0	-9999	No remarks
2015-07-01	LOI3_150701	MaOl	LOI3	C	0	0	0	0	0	0	-9999	No remarks
2015-07-01	LOI3_150701	MaOl	LOI3	D	0	0	100	0	0	100	-9999	No remarks
2015-07-01	LOI4_150701	MaOl	LOI4	A	0	0	0	32	68	100	-9999	No remarks
2015-07-01	LOI4_150701	MaOl	LOI4	B	0	0	0	16	84	100	-9999	No remarks
2015-07-01	LOI4_150701	MaOl	LOI4	C	0	0	0	0	100	100	-9999	No remarks
2015-07-01	LOI4_150701	MaOl	LOI4	D	0	0	0	1	99	100	-9999	No remarks
2015-07-01	NA	MaOl	LOI1	A	0	0	91	553	367	1011	1011	Total count
2015-07-01	NA	MaOl	LOI1	B	0	0	8	285	461	754	754	Total count
2015-07-01	NA	MaOl	LOI1	C	0	0	24	369	437	830	830	Total count
2015-07-01	NA	MaOl	LOI1	D	0	0	15	197	173	385	385	Total count
2015-07-01	NA	MaOl	LOI4	A	0	0	3	53	624	680	680	Total count
2015-07-01	NA	MaOl	LOI4	B	0	0	0	34	1634	1668	1668	Total count
2015-07-01	NA	MaOl	LOI4	C	0	0	0	0	256	256	256	Total count
2015-07-01	NA	MaOl	LOI4	D	0	0	2	14	959	975	975	Total count
2015-07-07	LOI1_150707	KrGr/MaOl	LOI1	A	0	1	1	0	99	100	-9999	No remarks
2015-07-07	LOI1_150707	KrGr/MaOl	LOI1	B	0	1	0	0	100	100	-9999	No remarks
2015-07-07	LOI1_150707	KrGr/MaOl	LOI1	C	0	1	0	1	99	100	-9999	No remarks
2015-07-07	LOI1_150707	KrGr/MaOl	LOI1	D	0	1	5	6	89	100	-9999	No remarks
2015-07-07	LOI2_150707	KrGr/MaOl	LOI2	A	0	0	10	90	0	100	-9999	No remarks
2015-07-07	LOI2_150707	KrGr/MaOl	LOI2	B	0	0	22	88	0	110	-9999	No remarks
2015-07-07	LOI2_150707	KrGr/MaOl	LOI2	C	0	0	11	89	0	100	-9999	No remarks
2015-07-07	LOI2_150707	KrGr/MaOl	LOI2	D	0	0	31	69	0	100	-9999	No remarks
2015-07-07	LOI3_150707	KrGr/MaOl	LOI3	A	0	0	0	0	0	0	-9999	No remarks
2015-07-07	LOI3_150707	KrGr/MaOl	LOI3	B	0	0	0	0	0	0	-9999	No remarks
2015-07-07	LOI3_150707	KrGr/MaOl	LOI3	C	0	0	28	0	0	28	-9999	No remarks
2015-07-07	LOI3_150707	KrGr/MaOl	LOI3	D	0	0	100	0	0	100	-9999	No remarks
2015-07-07	LOI4_150707	KrGr/MaOl	LOI4	A	0	0	0	0	100	100	-9999	No remarks
2015-07-07	LOI4_150707	KrGr/MaOl	LOI4	B	0	0	0	0	100	100	-9999	No remarks
2015-07-07	LOI4_150707	KrGr/MaOl	LOI4	C	0	0	0	0	100	100	-9999	No remarks
2015-07-07	LOI4_150707	KrGr/MaOl	LOI4	D	0	0	0	0	100	100	-9999	No remarks
2015-07-15	LOI1_150715	KrGr/MaOl	LOI1	A	0	4	0	0	100	100	-9999	No remarks
2015-07-15	LOI1_150715	KrGr/MaOl	LOI1	B	0	4	0	0	100	100	-9999	No remarks
2015-07-15	LOI1_150715	KrGr/MaOl	LOI1	C	0	4	0	0	100	100	-9999	No remarks
2015-07-15	LOI1_150715	KrGr/MaOl	LOI1	D	0	4	0	0	100	100	-9999	No remarks
2015-07-15	LOI2_150715	KrGr/MaOl	LOI2	A	0	3	1	7	92	100	-9999	No remarks
2015-07-15	LOI2_150715	KrGr/MaOl	LOI2	B	0	33	0	9	91	100	-9999	No remarks
2015-07-15	LOI2_150715	KrGr/MaOl	LOI2	C	0	3	0	5	95	100	-9999	No remarks
