Date	Photo_no	Plot	Section	Snow	Cloud_cover	Buds	Male_flowers	Female_flowers	Seed_hairs	Total_Male	Total_Female	TotalCount	Remarks
2013-07-11	SAL2_130711	SAL2	B	0	1	5	95	0	0	100	0	-9999	No remarks
2013-07-11	SAL3_130711	SAL3	C	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-11	SAL3_130711	SAL3	D	0	1	0	36	17	0	36	17	-9999	No remarks
2013-07-11	SAL4_130711	SAL4	A	0	1	0	88	0	0	88	0	-9999	No remarks
2013-07-11	SAL4_130711	SAL4	B	0	1	9	91	0	0	100	0	-9999	No remarks
2013-07-11	SAL4_130711	SAL4	C	0	1	4	93	0	0	97	0	-9999	No remarks
2013-07-11	SAL1_130711	SAL1	A	0	1	0	38	53	9	38	62	-9999	No remarks
2013-07-11	SAL1_130711	SAL1	B	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-11	SAL2_130711	SAL2	C	0	1	1	0	99	0	0	100	-9999	No remarks
2013-07-11	SAL2_130711	SAL2	D	0	1	2	0	98	0	0	100	-9999	No remarks
2013-07-11	SAL3_130711	SAL3	A	0	1	1	0	99	0	0	100	-9999	No remarks
2013-07-11	SAL3_130711	SAL3	B	0	1	0	9	83	0	9	83	-9999	No remarks
2013-07-11	SAL4_130711	SAL4	D	0	1	0	47	0	0	47	0	-9999	No remarks
2013-07-15	SAL1_130715	SAL1	D	0	6	3	82	0	0	85	0	-9999	No remarks
2013-07-15	SAL2_130715	SAL2	A	0	3	0	81	0	0	81	0	-9999	No remarks
2013-07-15	SAL2_130715	SAL2	B	0	3	0	80	0	0	80	0	-9999	No remarks
2013-07-15	SAL2_130715	SAL2	C	0	3	0	0	100	0	0	100	-9999	No remarks
2013-07-15	SAL3_130715	SAL3	D	0	1	0	30	40	19	30	59	-9999	No remarks
2013-07-15	SAL4_130715	SAL4	A	0	1	1	2	0	0	3	0	-9999	No remarks
2013-07-15	SAL4_130715	SAL4	B	0	1	4	96	0	0	100	0	-9999	No remarks
2013-07-15	SAL4_130715	SAL4	C	0	1	2	49	0	0	51	0	-9999	No remarks
2013-07-15	SAL1_130715	SAL1	A	0	6	0	3	55	42	3	97	-9999	No remarks
2013-07-15	SAL1_130715	SAL1	B	0	6	0	0	100	0	0	100	-9999	No remarks
2013-07-15	SAL1_130715	SAL1	C	0	6	0	0	46	0	0	46	-9999	No remarks
2013-07-15	SAL2_130715	SAL2	D	0	3	0	0	100	0	0	100	-9999	No remarks
2013-07-15	SAL3_130715	SAL3	A	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-15	SAL3_130715	SAL3	B	0	1	0	9	91	0	9	91	-9999	No remarks
2013-07-15	SAL3_130715	SAL3	C	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-15	SAL4_130715	SAL4	D	0	1	0	4	0	0	4	0	-9999	No remarks
2013-07-17	NA	SAL1	A	0	-9999	0	40	61	0	40	61	101	Total count
2013-07-17	NA	SAL2	B	0	-9999	0	746	0	0	746	0	746	Total count
2013-07-17	NA	SAL2	C	0	-9999	0	0	321	0	0	321	321	Total count
2013-07-17	NA	SAL2	D	0	-9999	0	0	163	0	0	163	163	Total count
2013-07-17	NA	SAL3	A	0	-9999	0	2	100	0	2	100	102	Total count. NB. Minimum number of females
2013-07-17	NA	SAL4	C	0	-9999	0	130	0	0	130	0	130	Total count
2013-07-17	NA	SAL1	B	0	-9999	0	0	210	0	0	210	210	Total count
2013-07-17	NA	SAL1	C	0	-9999	0	0	46	0	0	46	46	Total count
2013-07-17	NA	SAL1	D	0	-9999	0	165	0	0	165	0	165	Total count
2013-07-17	NA	SAL2	A	0	-9999	0	439	0	0	439	0	439	Total count
2013-07-17	NA	SAL3	B	0	-9999	0	9	100	0	9	100	109	Total count. NB. Minimum number of females
2013-07-17	NA	SAL3	C	0	-9999	0	0	100	0	0	100	100	Total count. NB. Minimum number of females
2013-07-17	NA	SAL3	D	0	-9999	0	36	77	0	36	77	113	Total count
2013-07-17	NA	SAL4	A	0	-9999	0	118	0	0	118	0	118	Total count
2013-07-17	NA	SAL4	B	0	-9999	0	240	0	0	240	0	240	Total count
2013-07-29	SAL1_130729	SAL1	D	0	1	0	0	0	0	0	0	-9999	No remarks
2013-07-29	SAL2_130729	SAL2	A	0	1	0	0	0	0	0	0	-9999	No remarks
2013-07-29	SAL2_130729	SAL2	B	0	1	0	1	0	0	1	0	-9999	No remarks
2013-07-29	SAL2_130729	SAL2	C	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-29	SAL2_130729	SAL2	D	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-29	SAL4_130729	SAL4	A	0	1	0	0	0	0	0	0	-9999	No remarks
2013-07-29	SAL4_130729	SAL4	B	0	1	0	0	0	0	0	0	-9999	No remarks
2013-07-29	SAL4_130729	SAL4	C	0	1	0	0	0	0	0	0	-9999	No remarks
2013-07-29	SAL4_130729	SAL4	D	0	1	0	0	0	0	0	0	-9999	No remarks
2013-07-29	SAL1_130729	SAL1	A	0	1	0	0	69	31	0	100	-9999	No remarks
2013-07-29	SAL1_130729	SAL1	B	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-29	SAL1_130729	SAL1	C	0	1	0	0	46	0	0	46	-9999	No remarks
2013-07-29	SAL3_130729	SAL3	A	0	1	0	0	99	1	0	100	-9999	No remarks
2013-07-29	SAL3_130729	SAL3	B	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-29	SAL3_130729	SAL3	C	0	1	0	0	100	0	0	100	-9999	No remarks
2013-07-29	SAL3_130729	SAL3	D	0	1	0	0	57	20	0	77	-9999	No remarks
2013-08-06	SAL2_130806	SAL2	A	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-06	SAL2_130806	SAL2	B	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-06	SAL2_130806	SAL2	C	0	0	0	0	100	0	0	100	-9999	No remarks
2013-08-06	SAL2_130806	SAL2	D	0	0	0	0	100	0	0	100	-9999	No remarks
2013-08-06	SAL4_130806	SAL4	A	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-06	SAL4_130806	SAL4	B	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-06	SAL4_130806	SAL4	C	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-06	SAL4_130806	SAL4	D	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-06	SAL1_130806	SAL1	A	0	0	0	0	64	16	0	80	-9999	No remarks
2013-08-06	SAL1_130806	SAL1	B	0	0	0	0	100	0	0	100	-9999	No remarks
2013-08-06	SAL1_130806	SAL1	C	0	0	0	0	46	0	0	46	-9999	No remarks
2013-08-06	SAL1_130806	SAL1	D	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-06	SAL3_130806	SAL3	A	0	0	0	0	100	0	0	100	-9999	No remarks
2013-08-06	SAL3_130806	SAL3	B	0	0	0	0	100	0	0	100	-9999	No remarks
2013-08-06	SAL3_130806	SAL3	C	0	0	0	0	100	0	0	100	-9999	No remarks
2013-08-06	SAL3_130806	SAL3	D	0	0	0	0	41	15	0	56	-9999	No remarks
2013-08-12	SAL1_130814	SAL1	A	0	8	0	0	52	45	0	97	-9999	No remarks
2013-08-12	SAL2_130814	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-08-12	SAL2_130814	SAL2	C	0	8	0	0	95	5	0	100	-9999	No remarks
2013-08-12	SAL2_130814	SAL2	D	0	8	0	0	97	3	0	100	-9999	No remarks
2013-08-12	SAL3_130814	SAL3	A	0	8	0	0	98	2	0	100	-9999	No remarks
2013-08-12	SAL4_130814	SAL4	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-08-12	SAL4_130814	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-08-12	SAL4_130814	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-08-12	SAL1_130814	SAL1	B	0	8	0	0	97	3	0	100	-9999	No remarks
2013-08-12	SAL1_130814	SAL1	C	0	8	0	0	45	6	0	51	-9999	No remarks
2013-08-12	SAL1_130814	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-08-12	SAL2_130814	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-08-12	SAL3_130814	SAL3	B	0	8	0	0	99	1	0	100	-9999	No remarks
2013-08-12	SAL3_130814	SAL3	C	0	8	0	0	96	4	0	100	-9999	No remarks
2013-08-12	SAL3_130814	SAL3	D	0	8	0	0	33	27	0	60	-9999	No remarks
2013-08-12	SAL4_130814	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-08-20	SAL1_130820	SAL1	A	0	0	0	0	46	0	0	46	-9999	No remarks
2013-08-20	SAL2_130820	SAL2	C	0	0	0	0	99	1	0	100	-9999	No remarks
2013-08-20	SAL2_130820	SAL2	D	0	0	0	0	91	9	0	100	-9999	No remarks
2013-08-20	SAL3_130820	SAL3	A	0	0	0	0	99	1	0	100	-9999	No remarks
2013-08-20	SAL3_130820	SAL3	B	0	0	0	0	96	0	0	96	-9999	No remarks
2013-08-20	SAL4_130820	SAL4	C	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-20	SAL4_130820	SAL4	D	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-20	SAL1_130820	SAL1	B	0	0	0	0	75	25	0	100	-9999	No remarks
2013-08-20	SAL1_130820	SAL1	C	0	0	0	0	44	2	0	46	-9999	No remarks
2013-08-20	SAL1_130820	SAL1	D	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-20	SAL2_130820	SAL2	A	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-20	SAL2_130820	SAL2	B	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-20	SAL3_130820	SAL3	C	0	0	0	0	100	0	0	100	-9999	No remarks
2013-08-20	SAL3_130820	SAL3	D	0	0	0	0	38	0	0	38	-9999	No remarks
2013-08-20	SAL4_130820	SAL4	A	0	0	0	0	0	0	0	0	-9999	No remarks
2013-08-20	SAL4_130820	SAL4	B	0	0	0	0	0	0	0	0	-9999	No remarks
2013-09-03	SAL1_130903	SAL1	A	0	3	0	0	55	1	0	56	-9999	No remarks
2013-09-03	SAL1_130903	SAL1	B	0	3	0	0	87	13	0	100	-9999	No remarks
2013-09-03	SAL2_130903	SAL2	C	0	6	0	0	93	7	0	100	-9999	No remarks
2013-09-03	SAL2_130903	SAL2	D	0	6	0	0	85	15	0	100	-9999	No remarks
2013-09-03	SAL3_130903	SAL3	A	0	3	0	0	94	6	0	100	-9999	No remarks
2013-09-03	SAL3_130903	SAL3	B	0	3	0	0	95	0	0	95	-9999	No remarks
2013-09-03	SAL4_130903	SAL4	D	0	5	0	0	0	0	0	0	-9999	No remarks
2013-09-03	SAL1_130903	SAL1	C	0	3	0	0	44	1	0	45	-9999	No remarks
2013-09-03	SAL1_130903	SAL1	D	0	3	0	0	0	0	0	0	-9999	No remarks
2013-09-03	SAL2_130903	SAL2	A	0	6	0	0	0	0	0	0	-9999	No remarks
2013-09-03	SAL2_130903	SAL2	B	0	6	0	0	0	0	0	0	-9999	No remarks
2013-09-03	SAL3_130903	SAL3	C	0	3	0	0	100	0	0	100	-9999	No remarks
2013-09-03	SAL3_130903	SAL3	D	0	3	0	0	30	0	0	30	-9999	No remarks
2013-09-03	SAL4_130903	SAL4	A	0	5	0	0	0	0	0	0	-9999	No remarks
2013-09-03	SAL4_130903	SAL4	B	0	5	0	0	0	0	0	0	-9999	No remarks
2013-09-03	SAL4_130903	SAL4	C	0	5	0	0	0	0	0	0	-9999	No remarks
2013-09-19	SAL1_130919	SAL1	A	0	-9999	0	0	1	45	0	46	-9999	No remarks
2013-09-19	SAL1_130919	SAL1	B	0	-9999	0	0	1	99	0	100	-9999	No remarks
2013-09-19	SAL1_130919	SAL1	C	0	-9999	0	0	11	35	0	46	-9999	No remarks
2013-09-19	SAL2_130919	SAL2	D	0	-9999	0	0	1	99	0	100	-9999	No remarks
2013-09-19	SAL3_130919	SAL3	A	0	-9999	0	0	44	56	0	100	-9999	No remarks
2013-09-19	SAL3_130919	SAL3	B	0	-9999	0	0	1	94	0	95	-9999	No remarks
2013-09-19	SAL3_130919	SAL3	C	0	-9999	0	0	50	50	0	100	-9999	No remarks
2013-09-19	SAL4_130919	SAL4	D	0	-9999	0	0	0	0	0	0	-9999	Senescent males
2013-09-19	SAL1_130919	SAL1	D	0	-9999	0	0	0	0	0	0	-9999	No remarks
2013-09-19	SAL2_130919	SAL2	A	0	-9999	0	0	0	0	0	0	-9999	No remarks
2013-09-19	SAL2_130919	SAL2	B	0	-9999	0	0	0	0	0	0	-9999	No remarks
2013-09-19	SAL2_130919	SAL2	C	0	-9999	0	0	16	84	0	100	-9999	No remarks
2013-09-19	SAL3_130919	SAL3	D	0	-9999	0	0	7	23	0	30	-9999	No remarks
2013-09-19	SAL4_130919	SAL4	A	0	-9999	0	0	0	0	0	0	-9999	Senescent males
2013-09-19	SAL4_130919	SAL4	B	0	-9999	0	0	0	0	0	0	-9999	Senescent males
2013-09-19	SAL4_130919	SAL4	C	0	-9999	0	0	0	0	0	0	-9999	Senescent males
2013-09-26	SAL1_130926	SAL1	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-09-26	SAL1_130926	SAL1	B	0	8	0	0	0	91	0	91	-9999	No remarks
2013-09-26	SAL1_130926	SAL1	C	0	8	0	0	0	4	0	4	-9999	No remarks
2013-09-26	SAL1_130926	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-09-26	SAL3_130926	SAL3	A	0	7	0	0	53	47	0	100	-9999	No remarks
2013-09-26	SAL3_130926	SAL3	B	0	7	0	0	0	20	0	20	-9999	No remarks
2013-09-26	SAL3_130926	SAL3	C	0	7	0	0	31	69	0	100	-9999	No remarks
2013-09-26	SAL3_130926	SAL3	D	0	7	0	0	0	7	0	7	-9999	No remarks
2013-09-26	SAL2_130926	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-09-26	SAL2_130926	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-09-26	SAL2_130926	SAL2	C	0	8	0	0	0	31	0	31	-9999	No remarks
2013-09-26	SAL2_130926	SAL2	D	0	8	0	0	0	50	0	50	-9999	No remarks
2013-09-26	SAL4_130926	SAL4	A	0	7	0	0	0	0	0	0	-9999	No remarks
2013-09-26	SAL4_130926	SAL4	B	0	7	0	0	0	0	0	0	-9999	No remarks
2013-09-26	SAL4_130926	SAL4	C	0	7	0	0	0	0	0	0	-9999	No remarks
2013-09-26	SAL4_130926	SAL4	D	0	7	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL1_131002	SAL1	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL1_131002	SAL1	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL1_131002	SAL1	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL1_131002	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL3_131002	SAL3	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL3_131002	SAL3	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL3_131002	SAL3	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL3_131002	SAL3	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL4_131002	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL2_131002	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL2_131002	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL2_131002	SAL2	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL2_131002	SAL2	D	0	8	0	0	1	0	0	1	-9999	No remarks
2013-10-02	SAL4_131002	SAL4	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL4_131002	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-02	SAL4_131002	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL1_131007	SAL1	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL1_131007	SAL1	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL1_131007	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL2_131007	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL3_131007	SAL3	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL3_131007	SAL3	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL3_131007	SAL3	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL4_131007	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL1_131007	SAL1	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL2_131007	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL2_131007	SAL2	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL2_131007	SAL2	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL3_131007	SAL3	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL4_131007	SAL4	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL4_131007	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-07	SAL4_131007	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL1_131015	SAL1	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL1_131015	SAL1	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL1_131015	SAL1	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL2_131015	SAL2	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL2_131015	SAL2	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL3_131015	SAL3	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL3_131015	SAL3	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL4_131015	SAL4	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL4_131015	SAL4	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL1_131015	SAL1	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL2_131015	SAL2	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL2_131015	SAL2	D	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL3_131015	SAL3	A	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL3_131015	SAL3	B	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL4_131015	SAL4	C	0	8	0	0	0	0	0	0	-9999	No remarks
2013-10-15	SAL4_131015	SAL4	D	0	8	0	0	0	0	0	0	-9999	No remarks
2014-05-15	NA	SAL1	C	100	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	NA	SAL1	D	100	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	NA	SAL2	A	100	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	NA	SAL2	B	100	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	SAL3_140515	SAL3	D	20	8	0	0	0	0	0	0	-9999	No remarks
2014-05-15	SAL4_140515	SAL4	A	90	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	SAL4_140515	SAL4	B	90	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	SAL4_140515	SAL4	C	50	8	0	0	0	0	0	0	-9999	No remarks
2014-05-15	NA	SAL1	A	100	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	NA	SAL1	B	100	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	NA	SAL2	C	100	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	NA	SAL2	D	100	8	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-15	SAL3_140515	SAL3	A	15	8	0	0	0	0	0	0	-9999	No remarks
2014-05-15	SAL3_140515	SAL3	B	50	8	0	0	0	0	0	0	-9999	No remarks
2014-05-15	SAL3_140515	SAL3	C	30	8	0	0	0	0	0	0	-9999	No remarks
2014-05-15	SAL4_140515	SAL4	D	25	8	0	0	0	0	0	0	-9999	No remarks
2014-05-20	NA	SAL1	D	95	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-20	NA	SAL2	A	98	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-20	NA	SAL2	B	98	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-20	NA	SAL2	C	90	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-20	SAL3_20140523	SAL3	D	0	-9999	0	0	0	0	0	0	-9999	No remarks
2014-05-20	SAL4_140520	SAL4	A	20	-9999	0	0	0	0	0	0	-9999	Leaf buds
2014-05-20	SAL4_140520	SAL4	B	50	-9999	0	0	0	0	0	0	-9999	Leaf buds
2014-05-20	SAL4_140520	SAL4	C	5	-9999	0	0	0	0	0	0	-9999	Leaf buds
2014-05-20	NA	SAL1	A	100	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-20	NA	SAL1	B	100	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-20	NA	SAL1	C	100	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-20	NA	SAL2	D	98	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-20	SAL3_140520	SAL3	A	0	-9999	0	0	0	0	0	0	-9999	No remarks
2014-05-20	SAL3_20140521	SAL3	B	5	-9999	0	0	0	0	0	0	-9999	No remarks
2014-05-20	SAL3_20140522	SAL3	C	0	-9999	0	0	0	0	0	0	-9999	No remarks
2014-05-20	SAL4_140520	SAL4	D	0	-9999	0	0	0	0	0	0	-9999	Leaf buds
2014-05-27	SAL2_140527	SAL2	A	2	-9999	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL2_140527	SAL2	B	15	-9999	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL2_140527	SAL2	C	0	-9999	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL2_140527	SAL2	D	0	-9999	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL4_140527	SAL4	A	0	1	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL4_140527	SAL4	B	0	1	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL4_140527	SAL4	C	0	1	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL4_140527	SAL4	D	0	1	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL1_140527	SAL1	A	60	0	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL1_140527	SAL1	B	98	0	-9999	-9999	-9999	-9999	-9999	-9999	-9999	No remarks
2014-05-27	SAL1_140527	SAL1	C	50	0	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL1_140527	SAL1	D	5	0	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL3_140527	SAL3	A	0	0	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL3_140527	SAL3	B	0	0	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL3_140527	SAL3	C	0	0	0	0	0	0	0	0	-9999	No remarks
2014-05-27	SAL3_140527	SAL3	D	0	0	0	0	0	0	0	0	-9999	No remarks
2014-06-04	SAL2_140604	SAL2	A	0	6	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL2_140605	SAL2	B	0	6	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL2_140606	SAL2	C	0	6	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL2_140607	SAL2	D	0	6	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL3_140604	SAL3	A	0	4	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL4_140604	SAL4	B	0	5	60	0	0	0	60	0	-9999	No remarks
2014-06-04	SAL4_140604	SAL4	C	0	5	100	0	0	0	100	0	-9999	No remarks
2014-06-04	SAL4_140604	SAL4	D	0	5	54	0	0	0	54	0	-9999	No remarks
2014-06-04	SAL1_140604	SAL1	A	0	5	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL1_140604	SAL1	B	0	5	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL1_140604	SAL1	C	0	5	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL1_140604	SAL1	D	0	5	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL3_140604	SAL3	B	0	4	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL3_140604	SAL3	C	0	4	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL3_140604	SAL3	D	0	4	0	0	0	0	0	0	-9999	Leaf buds
2014-06-04	SAL4_140604	SAL4	A	0	5	31	0	0	0	31	0	-9999	No remarks
2014-06-10	SAL1_140610	SAL1	A	0	3	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL2_140605	SAL2	B	0	5	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL2_140606	SAL2	C	0	5	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL2_140607	SAL2	D	0	5	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL3_140610	SAL3	A	0	4	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL4_140610	SAL4	B	0	3	40	0	0	0	40	0	-9999	No remarks
2014-06-10	SAL4_140610	SAL4	C	0	3	100	0	0	0	100	0	-9999	No remarks
2014-06-10	SAL4_140610	SAL4	D	0	3	71	0	0	0	71	0	-9999	No remarks
2014-06-10	SAL1_140610	SAL1	B	0	3	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL1_140610	SAL1	C	0	3	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL1_140610	SAL1	D	0	3	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL2_140610	SAL2	A	0	5	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL3_140610	SAL3	B	0	4	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL3_140610	SAL3	C	0	4	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL3_140610	SAL3	D	0	4	0	0	0	0	0	0	-9999	No remarks
2014-06-10	SAL4_140610	SAL4	A	0	3	37	0	0	0	37	37	-9999	No remarks
2014-06-18	SAL1_140618	SAL1	A	0	7	0	100	0	0	100	0	-9999	No remarks
2014-06-18	SAL1_140618	SAL1	B	0	7	0	0	87	0	0	87	-9999	No remarks
2014-06-18	SAL2_140606	SAL2	C	0	7	91	0	9	0	0	100	-9999	Female buds
2014-06-18	SAL2_140607	SAL2	D	0	7	100	0	0	0	0	100	-9999	Female buds
2014-06-18	SAL3_140618	SAL3	A	0	7	42	0	58	0	0	100	-9999	No remarks
2014-06-18	SAL3_140618	SAL3	B	0	7	15	8	77	0	8	77	-9999	No remarks
2014-06-18	SAL4_140618	SAL4	C	0	7	100	0	0	0	100	0	-9999	Males
2014-06-18	SAL4_140618	SAL4	D	0	7	100	0	0	0	100	0	-9999	Males
